Age,Gender,Occupations,Blood group,Weight,Education,Choosed
69,female,salesman,A,93,primary,no
43,male,salesman,AB,92,university,no
25,female,chef,A,99,senior high,yes
58,male,chef,B,50,doctor,no
4,female,student,B,92,doctor,no
36,male,chef,AB,84,doctor,yes
82,third,salesman,B,50,senior high,no
45,third,teacher,O,81,master,no
85,third,scientest,O,64,doctor,no
21,female,programmer,B,71,master,no
36,female,teacher,O,83,primary,yes
52,male,singer,O,91,doctor,no
82,male,singer,A,76,junior high,no
52,female,student,A,60,doctor,no
50,female,neet,B,36,doctor,no
61,male,teacher,O,89,master,no
31,female,chef,O,38,primary,yes
22,male,singer,AB,69,junior high,no
28,third,student,AB,91,primary,no
16,male,scientest,A,83,primary,no
76,female,programmer,AB,35,doctor,no
60,female,chef,B,48,senior high,no
61,male,programmer,B,78,junior high,no
51,third,singer,B,50,master,no
17,female,salesman,B,82,junior high,no
60,male,singer,O,93,junior high,no
12,third,engineer,AB,49,primary,no
55,third,engineer,A,54,senior high,no
62,male,teacher,AB,49,doctor,no
49,male,engineer,A,97,university,no
41,third,scientest,B,86,primary,no
61,third,chef,B,53,doctor,no
97,third,engineer,B,93,university,no
99,third,singer,AB,35,primary,no
17,third,student,B,64,doctor,no
33,third,salesman,B,83,senior high,no
36,third,engineer,AB,96,primary,no
79,male,engineer,O,95,master,no
17,male,teacher,B,81,senior high,no
28,third,singer,O,68,senior high,yes
84,third,teacher,A,72,master,no
11,male,singer,AB,82,master,no
69,female,salesman,AB,43,junior high,no
17,male,student,B,94,master,no
74,female,student,B,63,senior high,no
15,male,chef,O,71,doctor,no
57,third,singer,A,85,university,no
20,female,student,O,67,junior high,yes
70,male,salesman,A,77,primary,no
7,female,singer,A,52,senior high,no
21,female,teacher,AB,68,university,no
3,male,scientest,A,99,junior high,no
96,third,scientest,AB,44,primary,no
33,third,engineer,O,35,senior high,yes
74,male,engineer,AB,82,master,no
89,female,salesman,A,92,master,no
62,third,salesman,B,40,junior high,no
55,female,chef,O,93,senior high,no
61,female,engineer,A,98,senior high,no
15,female,engineer,AB,54,senior high,no
18,third,salesman,B,52,senior high,no
28,third,engineer,O,45,university,yes
26,third,student,O,61,junior high,yes
46,female,engineer,O,51,university,no
43,female,singer,O,50,university,no
91,female,teacher,B,38,senior high,no
49,male,singer,AB,39,master,no
23,third,salesman,B,48,primary,no
6,third,teacher,A,90,senior high,no
71,female,engineer,AB,70,master,no
83,third,engineer,AB,58,doctor,no
48,third,teacher,O,84,university,no
26,female,neet,B,57,senior high,no
90,female,salesman,A,57,junior high,no
7,female,engineer,O,95,primary,no
45,third,chef,A,71,master,yes
97,third,programmer,B,65,senior high,no
58,male,singer,O,51,senior high,no
50,third,engineer,O,65,junior high,no
54,female,chef,O,96,master,no
77,third,teacher,B,80,junior high,no
19,male,student,B,75,master,no
35,male,student,B,88,university,no
22,female,chef,O,59,doctor,yes
82,female,teacher,O,37,master,no
44,third,engineer,AB,96,senior high,no
99,male,neet,AB,41,primary,no
83,third,student,O,42,senior high,no
28,third,student,AB,93,master,no
41,female,teacher,O,73,doctor,no
68,third,student,A,93,primary,no
25,third,student,B,80,senior high,no
17,female,engineer,O,85,senior high,yes
58,female,singer,O,40,university,no
79,third,programmer,A,74,master,no
62,female,scientest,O,64,doctor,no
42,female,neet,B,90,senior high,no
40,female,student,A,75,university,no
16,male,student,A,84,primary,no
72,male,neet,O,43,senior high,no
39,third,neet,AB,74,university,no
15,male,scientest,O,46,master,no
98,male,chef,A,40,doctor,no
76,third,engineer,O,51,doctor,no
8,third,chef,B,54,doctor,no
92,female,salesman,B,98,doctor,no
76,male,salesman,AB,89,doctor,no
96,male,programmer,O,57,senior high,no
9,male,salesman,B,67,doctor,no
98,third,teacher,O,64,junior high,no
33,male,scientest,AB,38,doctor,yes
42,female,programmer,AB,35,university,no
69,third,singer,A,44,university,no
22,male,programmer,A,71,university,no
73,female,student,AB,67,master,no
32,male,chef,A,75,senior high,yes
33,third,engineer,A,85,primary,no
82,third,neet,O,49,senior high,no
90,third,student,O,66,senior high,no
72,male,engineer,O,35,senior high,no
8,third,salesman,AB,81,junior high,no
65,female,chef,B,62,university,no
98,female,neet,AB,54,junior high,no
36,female,scientest,A,53,university,no
24,third,chef,B,43,doctor,yes
77,female,student,O,42,senior high,no
79,female,singer,B,42,university,no
42,male,scientest,AB,74,primary,no
83,male,singer,A,36,university,no
11,female,engineer,B,40,senior high,yes
21,male,singer,O,76,doctor,yes
19,male,neet,A,85,primary,no
69,third,engineer,B,40,master,no
69,third,programmer,B,86,doctor,no
36,female,student,B,48,master,no
17,third,scientest,AB,99,university,no
50,male,student,O,81,junior high,no
5,male,engineer,O,72,primary,no
77,third,student,A,38,university,no
20,female,neet,O,67,primary,yes
18,female,chef,AB,72,doctor,yes
83,female,neet,B,46,university,no
30,male,scientest,B,49,primary,no
63,female,teacher,AB,81,master,no
56,third,salesman,O,72,doctor,no
20,third,student,A,38,senior high,no
10,male,chef,O,87,primary,no
97,male,chef,AB,63,primary,no
13,male,student,AB,53,senior high,no
50,male,student,AB,95,senior high,no
87,male,programmer,AB,56,doctor,no
52,male,programmer,B,56,junior high,no
79,female,engineer,AB,80,junior high,no
90,female,singer,B,58,master,no
41,female,scientest,AB,48,primary,no
59,male,singer,AB,67,doctor,no
24,male,student,AB,93,university,no
87,third,engineer,A,65,doctor,no
92,third,teacher,AB,57,master,no
25,third,student,A,45,university,no
7,third,student,B,84,senior high,no
42,male,engineer,AB,66,master,yes
11,female,salesman,B,39,primary,yes
15,male,programmer,A,93,master,no
74,third,teacher,A,53,junior high,no
89,female,teacher,B,88,senior high,no
90,third,teacher,AB,68,master,no
98,third,engineer,AB,99,master,no
8,female,student,O,35,junior high,no
54,female,scientest,A,89,university,no
71,third,engineer,B,42,university,no
35,third,singer,B,64,doctor,no
61,female,salesman,A,53,senior high,no
74,male,chef,A,39,doctor,no
24,third,chef,AB,73,senior high,yes
80,male,programmer,AB,46,primary,no
46,male,chef,AB,59,master,yes
6,female,student,O,81,master,no
70,male,salesman,O,44,doctor,no
34,female,engineer,A,42,primary,no
75,female,teacher,B,52,university,no
2,third,scientest,B,36,junior high,no
63,male,teacher,B,77,senior high,no
32,female,singer,O,85,senior high,yes
38,female,singer,B,98,university,no
22,male,scientest,AB,46,university,no
90,male,singer,AB,37,primary,no
50,male,programmer,B,67,senior high,no
35,female,neet,AB,36,junior high,no
97,female,salesman,AB,60,senior high,no
58,female,neet,B,60,junior high,no
77,male,salesman,AB,65,doctor,no
12,third,chef,O,77,university,no
66,female,student,O,98,doctor,no
85,female,scientest,AB,96,senior high,no
58,third,neet,AB,56,junior high,no
65,male,chef,A,98,primary,no
48,third,engineer,A,49,junior high,no
64,male,neet,A,77,senior high,no
91,female,engineer,B,86,doctor,no
10,female,student,O,59,doctor,no
71,male,neet,B,39,master,no
93,male,student,A,42,senior high,no
51,female,chef,A,46,doctor,no
79,male,salesman,O,89,master,no
1,third,programmer,B,68,junior high,no
43,male,student,B,96,junior high,no
14,female,salesman,B,59,senior high,no
49,female,singer,AB,36,primary,no
63,third,singer,A,36,junior high,no
72,female,singer,AB,96,junior high,no
48,male,singer,AB,45,master,no
28,male,salesman,AB,75,senior high,no
44,third,teacher,A,56,doctor,no
12,male,neet,A,37,doctor,yes
59,female,neet,O,86,senior high,no
36,third,engineer,B,77,master,yes
15,female,programmer,O,54,doctor,no
94,male,programmer,AB,43,senior high,no
13,female,chef,AB,78,senior high,no
50,female,programmer,AB,81,university,no
96,third,student,AB,39,primary,no
6,female,chef,O,88,university,no
30,male,programmer,AB,87,senior high,no
34,female,neet,B,62,doctor,no
23,male,engineer,AB,85,senior high,no
21,male,engineer,O,54,primary,yes
37,male,programmer,B,76,primary,no
91,female,salesman,B,80,junior high,no
78,male,singer,B,91,master,no
6,third,salesman,O,45,master,no
90,male,student,AB,58,master,no
33,female,singer,A,83,junior high,no
32,female,singer,O,78,junior high,yes
69,third,engineer,B,74,junior high,no
45,male,neet,AB,92,primary,no
28,male,student,AB,60,senior high,no
83,third,scientest,A,56,university,no
94,female,neet,A,97,senior high,no
3,female,salesman,AB,36,master,no
67,male,student,O,41,university,no
84,female,neet,B,87,junior high,no
14,third,programmer,O,63,university,no
31,third,programmer,O,79,master,yes
26,third,chef,A,84,doctor,yes
17,female,salesman,AB,44,doctor,yes
60,male,programmer,A,67,junior high,no
39,third,engineer,B,35,doctor,yes
16,female,teacher,O,89,junior high,yes
68,third,salesman,B,50,senior high,no
39,third,engineer,AB,82,senior high,no
16,female,salesman,B,41,primary,yes
49,female,programmer,AB,94,senior high,no
55,third,salesman,A,85,senior high,no
72,male,scientest,O,75,doctor,no
55,male,programmer,O,85,master,no
43,third,student,A,49,master,no
24,female,salesman,B,38,doctor,no
9,female,singer,A,38,university,no
58,third,scientest,AB,54,university,no
2,male,singer,B,94,university,no
27,female,engineer,AB,43,doctor,yes
36,female,salesman,AB,51,junior high,no
38,male,salesman,AB,67,university,no
66,male,neet,AB,55,senior high,no
54,female,scientest,AB,73,senior high,no
31,male,chef,AB,78,university,yes
86,male,student,B,92,doctor,no
53,male,teacher,B,67,junior high,no
86,female,teacher,A,61,doctor,no
43,male,teacher,AB,65,primary,no
19,male,teacher,B,47,senior high,no
36,female,engineer,A,41,master,yes
54,third,scientest,B,72,primary,no
69,male,scientest,B,83,doctor,no
39,female,teacher,AB,38,university,no
85,female,student,B,92,junior high,no
84,female,neet,A,41,senior high,no
24,third,scientest,AB,48,junior high,no
11,male,salesman,AB,78,primary,no
19,male,salesman,A,50,doctor,no
12,female,engineer,B,89,master,no
89,male,salesman,B,59,doctor,no
53,female,neet,B,52,primary,no
93,male,programmer,A,78,university,no
21,male,student,O,69,junior high,yes
31,third,singer,AB,45,primary,no
7,male,teacher,A,76,primary,no
3,third,programmer,AB,74,university,no
11,male,scientest,AB,89,junior high,no
85,male,student,AB,64,university,no
1,male,programmer,A,67,junior high,no
64,female,chef,AB,78,primary,no
5,male,teacher,A,39,master,no
28,third,programmer,A,74,junior high,no
95,female,chef,A,72,university,no
98,male,chef,A,83,junior high,no
15,male,salesman,B,39,senior high,no
81,third,neet,A,79,junior high,no
83,third,teacher,B,99,university,no
56,female,singer,AB,73,university,no
19,male,programmer,B,47,primary,no
4,third,neet,O,45,primary,no
88,female,engineer,O,57,junior high,no
8,female,teacher,AB,62,senior high,no
54,male,neet,A,56,university,no
64,third,singer,O,43,primary,no
36,female,scientest,AB,46,doctor,yes
75,female,scientest,AB,89,university,no
54,male,salesman,AB,64,doctor,no
49,male,engineer,B,54,primary,no
46,third,engineer,AB,94,senior high,no
48,male,chef,O,61,senior high,yes
22,female,scientest,AB,88,master,yes
46,third,engineer,AB,63,master,yes
42,female,programmer,AB,52,university,no
51,female,chef,B,72,doctor,no
77,female,singer,B,78,university,no
30,third,singer,B,48,university,no
72,male,student,O,74,junior high,no
59,third,student,AB,86,primary,no
18,third,scientest,A,45,doctor,no
35,male,student,B,53,senior high,no
2,male,programmer,B,85,junior high,no
10,third,engineer,O,91,primary,no
41,female,teacher,B,97,university,no
33,third,programmer,AB,42,junior high,no
34,male,teacher,O,61,master,yes
20,third,teacher,AB,47,junior high,no
35,female,chef,B,89,university,yes
37,female,student,A,39,senior high,no
11,female,neet,A,87,university,no
77,female,teacher,O,62,primary,no
81,female,neet,A,89,senior high,no
36,female,singer,B,96,university,no
51,third,teacher,O,99,doctor,no
82,third,neet,A,79,junior high,no
29,female,scientest,B,97,university,no
35,third,singer,A,44,senior high,no
32,male,programmer,O,72,doctor,yes
86,male,teacher,B,40,master,no
58,third,neet,AB,79,primary,no
70,female,scientest,O,81,junior high,no
2,third,teacher,O,76,master,no
62,third,singer,O,92,senior high,no
62,female,scientest,AB,91,primary,no
13,female,chef,A,52,junior high,no
93,third,engineer,A,52,junior high,no
52,male,engineer,O,99,primary,no
66,female,student,AB,90,junior high,no
75,female,neet,B,74,university,no
58,third,neet,B,44,doctor,no
90,third,teacher,O,89,primary,no
32,male,singer,B,59,junior high,no
87,male,engineer,AB,98,university,no
22,female,programmer,O,38,junior high,yes
49,third,teacher,B,42,doctor,no
64,female,teacher,B,44,junior high,no
94,third,singer,A,64,primary,no
84,male,programmer,A,49,junior high,no
64,female,salesman,AB,75,master,no
14,male,teacher,B,58,doctor,no
11,female,engineer,B,52,university,no
84,male,singer,AB,36,university,no
39,male,student,B,66,primary,no
50,female,chef,B,41,junior high,yes
89,male,engineer,O,48,university,no
50,male,chef,B,51,junior high,yes
43,male,scientest,AB,90,primary,no
12,third,scientest,B,84,master,no
15,female,engineer,A,70,university,no
43,male,salesman,B,91,university,no
61,male,teacher,B,76,junior high,no
39,male,teacher,AB,78,university,no
69,third,programmer,O,91,junior high,no
35,female,scientest,AB,86,master,yes
31,third,teacher,O,58,master,yes
82,male,programmer,O,70,junior high,no
81,female,student,A,87,senior high,no
33,third,student,O,79,doctor,yes
85,third,engineer,O,60,senior high,no
84,third,engineer,B,75,primary,no
73,female,singer,O,49,senior high,no
20,male,programmer,A,68,university,no
33,third,salesman,B,59,master,no
8,female,neet,O,52,doctor,no
96,third,scientest,A,75,master,no
41,male,student,B,61,senior high,no
80,male,salesman,O,99,university,no
50,female,programmer,A,37,primary,no
47,male,salesman,B,80,junior high,no
18,third,neet,AB,94,senior high,no
57,male,student,O,63,doctor,no
77,third,programmer,AB,43,doctor,no
43,male,singer,AB,81,junior high,no
2,female,engineer,B,57,university,no
48,male,engineer,O,81,senior high,no
84,third,scientest,O,92,master,no
21,female,programmer,A,56,university,no
50,female,chef,A,49,junior high,yes
14,female,student,A,79,master,no
77,male,student,AB,94,senior high,no
38,male,engineer,B,43,junior high,no
16,female,student,O,37,primary,yes
74,female,programmer,B,57,junior high,no
84,female,salesman,AB,56,junior high,no
30,male,student,O,84,junior high,yes
43,female,student,B,38,master,no
88,female,scientest,B,85,doctor,no
28,female,neet,A,85,junior high,no
99,male,neet,B,66,primary,no
80,third,salesman,B,86,junior high,no
6,male,chef,O,55,junior high,no
80,male,engineer,AB,62,primary,no
16,female,programmer,B,46,university,no
16,third,scientest,B,64,junior high,no
70,female,teacher,AB,92,doctor,no
48,third,salesman,B,35,senior high,no
45,male,singer,AB,61,master,no
58,third,salesman,B,88,junior high,no
49,male,scientest,A,86,senior high,no
15,third,teacher,A,70,doctor,no
44,third,scientest,B,78,doctor,yes
71,male,engineer,AB,83,university,no
37,male,salesman,A,77,doctor,no
23,third,salesman,A,39,master,no
74,female,teacher,AB,83,junior high,no
36,male,chef,O,42,doctor,yes
61,female,chef,AB,67,master,no
19,male,neet,O,69,university,yes
76,female,teacher,AB,73,senior high,no
36,male,programmer,A,81,junior high,no
88,male,teacher,AB,61,senior high,no
44,male,student,AB,52,doctor,no
31,third,programmer,O,81,university,yes
4,third,teacher,B,41,primary,no
33,female,teacher,A,77,junior high,no
69,male,teacher,O,85,senior high,no
6,female,chef,O,85,primary,no
70,female,chef,O,82,primary,no
65,female,programmer,B,76,doctor,no
4,male,singer,AB,72,doctor,no
34,third,singer,A,98,junior high,no
99,male,scientest,O,69,primary,no
53,third,scientest,A,87,primary,no
78,male,chef,B,38,master,no
11,female,scientest,AB,71,university,no
62,third,scientest,A,42,university,no
37,male,engineer,AB,84,senior high,no
1,male,scientest,AB,93,university,no
56,female,neet,AB,66,master,no
0,male,student,AB,68,university,no
65,third,engineer,A,70,primary,no
70,third,programmer,B,49,university,no
77,third,singer,A,65,primary,no
18,male,singer,AB,43,junior high,no
48,female,programmer,AB,76,master,yes
19,female,engineer,O,79,master,yes
86,male,engineer,AB,79,senior high,no
35,male,neet,B,65,master,no
82,male,student,A,46,university,no
49,male,neet,B,89,doctor,no
38,female,chef,B,99,senior high,yes
75,third,singer,AB,85,primary,no
88,male,chef,A,83,university,no
14,female,student,B,89,master,no
11,female,programmer,B,81,master,no
24,female,programmer,A,62,senior high,no
42,third,teacher,B,98,senior high,no
46,male,engineer,B,75,university,no
82,third,singer,O,81,university,no
52,female,scientest,O,35,university,no
21,male,singer,O,83,university,yes
67,male,neet,B,36,primary,no
61,female,teacher,AB,78,master,no
74,third,student,AB,62,primary,no
43,female,salesman,A,91,master,no
26,third,chef,A,90,senior high,yes
18,male,teacher,AB,59,doctor,no
63,male,salesman,B,54,master,no
33,male,neet,AB,78,university,no
40,male,scientest,AB,81,university,no
67,third,salesman,O,51,primary,no
19,female,student,AB,42,primary,no
74,female,singer,A,86,university,no
13,female,neet,AB,73,senior high,no
67,third,scientest,A,86,senior high,no
60,male,chef,B,62,junior high,no
28,female,chef,O,96,university,yes
49,male,student,AB,95,junior high,no
48,third,salesman,A,83,primary,no
87,male,neet,O,99,junior high,no
17,male,neet,AB,43,senior high,no
87,male,teacher,B,80,doctor,no
31,female,student,O,90,primary,yes
44,male,singer,AB,43,senior high,no
15,male,student,B,58,primary,no
29,male,singer,AB,45,doctor,no
7,female,scientest,O,49,senior high,no
58,male,salesman,A,87,master,no
44,third,scientest,O,54,primary,no
82,third,engineer,A,96,doctor,no
22,male,neet,O,46,junior high,yes
44,female,neet,O,64,master,no
21,male,teacher,A,91,master,no
55,female,scientest,A,88,primary,no
61,third,student,O,76,senior high,no
13,third,singer,O,44,master,no
3,third,student,A,52,primary,no
29,third,salesman,B,71,senior high,no
19,female,neet,B,89,junior high,no
99,third,teacher,AB,80,university,no
52,female,singer,A,43,master,no
56,female,salesman,A,42,senior high,no
50,male,engineer,AB,55,doctor,yes
2,male,salesman,B,40,primary,no
20,female,chef,O,88,senior high,yes
19,female,scientest,A,88,university,no
70,male,chef,A,37,primary,no
19,male,engineer,O,49,primary,yes
16,male,engineer,A,57,primary,no
3,third,engineer,A,35,doctor,no
34,third,neet,B,83,university,no
92,male,chef,B,40,doctor,no
76,female,chef,A,64,junior high,no
89,third,student,A,60,junior high,no
26,male,teacher,A,96,primary,no
95,third,singer,B,73,junior high,no
25,third,scientest,AB,69,doctor,yes
47,male,scientest,A,58,doctor,yes
75,third,scientest,AB,74,university,no
76,third,singer,AB,43,primary,no
50,male,engineer,O,73,senior high,no
48,male,salesman,B,95,master,no
34,female,salesman,A,43,doctor,no
74,male,salesman,AB,90,senior high,no
71,third,scientest,A,93,master,no
74,female,student,AB,97,master,no
28,third,student,B,53,senior high,no
91,female,neet,AB,40,primary,no
32,male,engineer,B,54,university,no
0,third,engineer,AB,42,master,no
76,male,chef,O,61,junior high,no
82,female,student,AB,93,doctor,no
38,third,engineer,AB,81,senior high,no
18,female,neet,B,59,university,no
48,male,chef,B,38,senior high,yes
18,male,chef,O,88,primary,yes
29,female,engineer,O,60,master,yes
19,male,singer,AB,77,master,no
91,female,singer,AB,89,primary,no
84,third,singer,AB,63,master,no
95,male,scientest,A,53,senior high,no
55,male,neet,AB,85,doctor,no
32,third,neet,O,82,senior high,yes
54,male,scientest,O,91,master,no
79,female,chef,B,84,junior high,no
87,male,teacher,AB,69,junior high,no
70,female,neet,O,82,junior high,no
71,male,scientest,B,66,junior high,no
74,third,neet,AB,59,junior high,no
13,female,neet,AB,65,primary,no
19,female,neet,A,89,senior high,no
48,third,singer,O,88,senior high,no
56,third,engineer,AB,49,master,no
65,third,singer,A,41,primary,no
91,male,neet,AB,36,primary,no
1,third,teacher,B,70,junior high,no
92,third,student,A,98,master,no
63,female,neet,A,45,junior high,no
22,male,chef,B,93,university,yes
90,third,programmer,O,72,junior high,no
76,third,salesman,A,58,university,no
40,male,engineer,O,45,senior high,yes
6,male,teacher,O,63,university,no
57,third,engineer,O,88,junior high,no
86,male,engineer,B,45,doctor,no
9,third,teacher,O,85,master,no
97,male,neet,A,68,master,no
0,third,programmer,A,76,master,no
22,female,engineer,A,79,doctor,yes
59,third,student,AB,48,doctor,no
51,female,teacher,O,64,master,no
66,female,student,A,49,primary,no
9,third,programmer,A,58,doctor,no
83,male,neet,O,67,senior high,no
7,third,salesman,O,83,master,no
21,third,programmer,B,86,master,no
71,male,student,O,55,junior high,no
22,male,chef,AB,93,senior high,yes
67,female,neet,A,95,senior high,no
72,female,programmer,B,61,master,no
77,third,salesman,O,35,master,no
23,third,neet,AB,78,senior high,no
34,third,singer,AB,48,primary,no
2,female,engineer,B,99,primary,no
81,male,teacher,AB,35,senior high,no
22,third,chef,B,39,master,yes
15,third,teacher,B,97,primary,no
6,male,salesman,B,89,university,no
65,female,scientest,B,91,primary,no
5,female,neet,A,63,doctor,no
30,third,neet,AB,96,master,no
91,male,singer,AB,98,doctor,no
73,male,scientest,A,80,master,no
34,male,neet,AB,58,primary,no
47,male,engineer,B,87,primary,no
88,female,salesman,AB,98,senior high,no
57,female,salesman,B,64,master,no
69,male,salesman,AB,45,master,no
73,male,engineer,B,59,doctor,no
93,third,neet,B,70,master,no
87,third,neet,B,47,doctor,no
21,female,salesman,O,93,doctor,yes
0,female,scientest,AB,42,master,no
7,female,salesman,A,42,master,no
75,male,salesman,AB,69,doctor,no
83,female,salesman,AB,36,master,no
38,third,scientest,A,37,master,yes
71,male,student,A,82,junior high,no
5,male,scientest,B,82,junior high,no
53,third,engineer,B,91,junior high,no
68,female,student,B,51,master,no
47,third,salesman,AB,70,university,no
58,male,singer,A,66,doctor,no
17,male,salesman,O,62,master,yes
35,third,neet,O,75,master,yes
73,male,programmer,AB,80,junior high,no
80,third,programmer,AB,74,master,no
23,third,student,O,63,doctor,yes
57,female,teacher,AB,53,university,no
68,male,scientest,AB,57,university,no
35,male,salesman,O,56,doctor,yes
28,female,student,B,38,junior high,no
38,third,neet,B,89,junior high,no
53,third,chef,AB,87,doctor,no
33,third,engineer,B,55,university,no
55,female,chef,B,51,doctor,no
14,third,programmer,O,69,junior high,no
65,male,student,A,73,doctor,no
32,female,teacher,B,85,primary,no
54,male,engineer,A,58,primary,no
91,third,neet,A,71,doctor,no
80,third,engineer,O,67,master,no
88,third,chef,AB,75,junior high,no
32,third,scientest,A,78,doctor,yes
4,male,student,A,97,senior high,no
91,female,teacher,O,87,senior high,no
13,male,programmer,AB,52,primary,no
43,third,programmer,O,87,primary,no
10,third,neet,B,68,master,no
76,female,engineer,O,96,senior high,no
28,female,engineer,B,50,senior high,no
76,third,salesman,A,65,senior high,no
66,male,neet,B,93,primary,no
67,female,programmer,A,92,senior high,no
37,third,student,A,38,doctor,no
51,third,teacher,A,53,primary,no
52,female,chef,B,58,junior high,no
82,female,teacher,B,76,doctor,no
51,female,chef,AB,97,doctor,no
34,male,neet,O,86,junior high,yes
6,male,chef,AB,41,senior high,no
51,third,neet,A,94,senior high,no
64,third,singer,AB,48,senior high,no
94,male,teacher,O,91,doctor,no
44,third,scientest,B,84,doctor,yes
26,third,engineer,A,36,senior high,no
56,male,singer,AB,94,university,no
61,male,teacher,A,83,master,no
0,male,salesman,B,36,primary,no
72,third,teacher,AB,57,senior high,no
60,male,neet,B,78,university,no
77,female,chef,AB,85,doctor,no
86,female,chef,O,35,doctor,no
16,female,singer,A,98,junior high,no
0,female,teacher,O,97,primary,no
9,male,programmer,O,90,doctor,no
3,female,neet,O,90,junior high,no
37,female,engineer,AB,82,senior high,no
8,third,programmer,O,96,junior high,no
1,female,student,AB,65,primary,no
14,female,chef,B,81,doctor,no
21,third,neet,O,75,junior high,yes
96,third,neet,AB,76,senior high,no
97,male,engineer,AB,47,master,no
62,female,salesman,O,35,master,no
35,third,scientest,AB,85,master,yes
91,third,engineer,O,54,senior high,no
90,third,student,A,54,doctor,no
95,male,neet,B,78,senior high,no
24,third,scientest,AB,98,senior high,no
6,male,engineer,AB,53,doctor,no
80,female,student,B,87,senior high,no
48,female,neet,B,99,senior high,no
63,female,engineer,A,43,university,no
44,female,scientest,AB,92,senior high,no
45,male,scientest,O,92,doctor,yes
57,male,singer,AB,91,primary,no
33,third,teacher,AB,75,master,no
60,male,chef,B,67,doctor,no
88,third,singer,AB,85,master,no
69,female,singer,B,64,university,no
43,female,student,B,78,senior high,no
47,male,chef,B,71,university,yes
12,third,scientest,AB,43,university,no
61,female,engineer,O,79,university,no
29,female,student,O,75,senior high,yes
36,male,salesman,AB,50,university,no
14,male,scientest,AB,48,junior high,no
94,male,student,AB,66,senior high,no
33,third,teacher,AB,53,university,no
5,male,student,B,73,university,no
53,third,student,B,99,primary,no
14,male,programmer,AB,82,junior high,no
84,female,singer,B,51,master,no
8,female,salesman,O,93,university,no
82,male,salesman,AB,54,senior high,no
14,third,chef,O,44,primary,no
3,female,salesman,AB,54,primary,no
35,third,chef,O,37,junior high,yes
33,third,student,B,40,junior high,no
65,female,engineer,A,37,primary,no
21,female,student,B,86,master,no
18,female,teacher,B,62,senior high,no
24,third,salesman,AB,70,senior high,no
71,male,scientest,B,73,master,no
17,female,programmer,A,89,doctor,no
50,third,singer,O,98,junior high,no
58,female,scientest,A,40,primary,no
64,female,student,AB,75,senior high,no
50,third,student,B,47,junior high,no
11,female,chef,A,91,university,no
36,female,salesman,AB,63,senior high,no
29,third,salesman,A,38,doctor,no
83,third,chef,AB,80,primary,no
32,male,neet,O,80,doctor,yes
26,third,singer,B,94,primary,no
93,male,chef,A,87,master,no
89,female,programmer,AB,84,primary,no
88,male,singer,O,84,master,no
19,third,scientest,O,83,university,yes
90,third,salesman,O,72,junior high,no
0,female,student,AB,51,university,no
28,male,programmer,O,64,senior high,yes
13,third,teacher,O,57,doctor,no
36,female,teacher,A,79,primary,no
73,third,chef,B,98,junior high,no
87,third,neet,O,82,doctor,no
66,female,teacher,B,98,doctor,no
92,female,chef,A,77,university,no
59,female,salesman,AB,47,doctor,no
80,male,neet,O,47,primary,no
38,third,salesman,O,83,master,yes
75,female,programmer,O,36,primary,no
12,male,student,B,80,master,no
82,female,programmer,O,88,doctor,no
94,third,chef,B,83,university,no
45,third,singer,O,86,university,no
67,female,programmer,B,51,master,no
68,third,teacher,AB,79,senior high,no
39,male,student,B,99,primary,no
85,male,engineer,A,62,doctor,no
17,third,teacher,O,75,primary,yes
77,female,chef,O,84,primary,no
12,male,neet,A,89,junior high,no
54,male,scientest,B,54,primary,no
47,male,student,AB,98,primary,no
89,male,neet,B,52,senior high,no
32,third,salesman,A,59,primary,no
2,female,programmer,A,75,junior high,no
72,female,chef,A,76,junior high,no
93,third,scientest,B,61,doctor,no
94,female,singer,B,64,senior high,no
94,female,chef,O,41,doctor,no
33,female,salesman,A,84,doctor,no
64,female,student,AB,76,master,no
61,female,scientest,A,61,master,no
42,third,teacher,B,91,university,no
79,female,engineer,AB,51,university,no
32,male,scientest,B,50,doctor,yes
57,third,neet,AB,68,university,no
67,third,engineer,A,71,senior high,no
80,third,engineer,B,99,master,no
12,female,neet,AB,67,master,no
37,third,programmer,O,66,primary,yes
75,female,singer,B,68,master,no
24,third,programmer,A,49,primary,no
96,third,neet,A,50,doctor,no
34,female,teacher,B,70,university,no
94,third,salesman,AB,81,junior high,no
82,third,scientest,AB,91,primary,no
33,male,scientest,B,83,junior high,no
39,female,singer,B,72,master,no
12,female,chef,B,59,university,no
21,male,singer,O,96,university,yes
72,third,teacher,AB,51,master,no
53,female,teacher,O,40,university,no
0,third,salesman,B,67,senior high,no
11,male,student,A,71,doctor,no
51,female,engineer,B,98,doctor,no
25,male,engineer,AB,91,master,yes
3,female,neet,O,68,university,no
44,third,neet,B,95,doctor,no
90,male,salesman,AB,35,master,no
28,female,singer,O,41,doctor,yes
35,third,chef,O,93,primary,yes
45,female,engineer,A,56,doctor,yes
71,male,chef,A,42,senior high,no
77,female,neet,AB,79,doctor,no
33,male,salesman,A,35,junior high,no
89,third,student,O,77,senior high,no
69,male,programmer,A,47,primary,no
51,female,chef,A,84,senior high,no
41,male,neet,O,83,master,no
2,male,student,A,44,junior high,no
19,male,programmer,B,70,doctor,no
82,male,engineer,AB,48,junior high,no
47,male,scientest,O,72,doctor,yes
66,female,singer,A,96,university,no
