Age,Gender,Occupations,Blood group,Weight,Choosed
58,female,neet,B,60,no
77,male,salesman,AB,65,no
12,third,chef,O,77,no
66,female,student,O,98,no
85,female,scientest,AB,96,no
58,third,neet,AB,56,no
65,male,chef,A,98,no
48,third,engineer,A,49,no
64,male,neet,A,77,no
91,female,engineer,B,86,no
10,female,student,O,59,no
71,male,neet,B,39,no
93,male,student,A,42,no
51,female,chef,A,46,no
79,male,salesman,O,89,no
1,third,programmer,B,68,no
43,male,student,B,96,no
14,female,salesman,B,59,no
49,female,singer,AB,36,no
63,third,singer,A,36,no
72,female,singer,AB,96,no
48,male,singer,AB,45,no
28,male,salesman,AB,75,no
44,third,teacher,A,56,no
12,male,neet,A,37,yes
59,female,neet,O,86,no
36,third,engineer,B,77,yes
15,female,programmer,O,54,no
94,male,programmer,AB,43,no
13,female,chef,AB,78,no
50,female,programmer,AB,81,no
96,third,student,AB,39,no
6,female,chef,O,88,no
30,male,programmer,AB,87,no
34,female,neet,B,62,no
23,male,engineer,AB,85,no
21,male,engineer,O,54,yes
37,male,programmer,B,76,no
91,female,salesman,B,80,no
78,male,singer,B,91,no
6,third,salesman,O,45,no
90,male,student,AB,58,no
33,female,singer,A,83,no
32,female,singer,O,78,yes
69,third,engineer,B,74,no
45,male,neet,AB,92,no
28,male,student,AB,60,no
83,third,scientest,A,56,no
94,female,neet,A,97,no
3,female,salesman,AB,36,no
67,male,student,O,41,no
84,female,neet,B,87,no
14,third,programmer,O,63,no
31,third,programmer,O,79,yes
26,third,chef,A,84,yes
17,female,salesman,AB,44,yes
60,male,programmer,A,67,no
39,third,engineer,B,35,yes
16,female,teacher,O,89,yes
68,third,salesman,B,50,no
39,third,engineer,AB,82,no
16,female,salesman,B,41,yes
49,female,programmer,AB,94,no
55,third,salesman,A,85,no
72,male,scientest,O,75,no
55,male,programmer,O,85,no
43,third,student,A,49,no
24,female,salesman,B,38,no
9,female,singer,A,38,no
58,third,scientest,AB,54,no
2,male,singer,B,94,no
27,female,engineer,AB,43,yes
36,female,salesman,AB,51,no
38,male,salesman,AB,67,no
66,male,neet,AB,55,no
54,female,scientest,AB,73,no
31,male,chef,AB,78,yes
86,male,student,B,92,no
53,male,teacher,B,67,no
86,female,teacher,A,61,no
43,male,teacher,AB,65,no
19,male,teacher,B,47,no
36,female,engineer,A,41,yes
54,third,scientest,B,72,no
69,male,scientest,B,83,no
39,female,teacher,AB,38,no
85,female,student,B,92,no
84,female,neet,A,41,no
24,third,scientest,AB,48,no
11,male,salesman,AB,78,no
19,male,salesman,A,50,no
12,female,engineer,B,89,no
89,male,salesman,B,59,no
53,female,neet,B,52,no
93,male,programmer,A,78,no
21,male,student,O,69,yes
31,third,singer,AB,45,no
7,male,teacher,A,76,no
3,third,programmer,AB,74,no
11,male,scientest,AB,89,no
85,male,student,AB,64,no
1,male,programmer,A,67,no
64,female,chef,AB,78,no
5,male,teacher,A,39,no
28,third,programmer,A,74,no
95,female,chef,A,72,no
98,male,chef,A,83,no
15,male,salesman,B,39,no
81,third,neet,A,79,no
83,third,teacher,B,99,no
56,female,singer,AB,73,no
19,male,programmer,B,47,no
4,third,neet,O,45,no
88,female,engineer,O,57,no
8,female,teacher,AB,62,no
54,male,neet,A,56,no
64,third,singer,O,43,no
36,female,scientest,AB,46,yes
75,female,scientest,AB,89,no
54,male,salesman,AB,64,no
49,male,engineer,B,54,no
46,third,engineer,AB,94,no
48,male,chef,O,61,yes
22,female,scientest,AB,88,yes
46,third,engineer,AB,63,yes
42,female,programmer,AB,52,no
51,female,chef,B,72,no
77,female,singer,B,78,no
30,third,singer,B,48,no
72,male,student,O,74,no
59,third,student,AB,86,no
18,third,scientest,A,45,no
35,male,student,B,53,no
2,male,programmer,B,85,no
10,third,engineer,O,91,no
41,female,teacher,B,97,no
33,third,programmer,AB,42,no
34,male,teacher,O,61,yes
20,third,teacher,AB,47,no
35,female,chef,B,89,yes
37,female,student,A,39,no
11,female,neet,A,87,no
77,female,teacher,O,62,no
81,female,neet,A,89,no
36,female,singer,B,96,no
51,third,teacher,O,99,no
82,third,neet,A,79,no
29,female,scientest,B,97,no
35,third,singer,A,44,no
32,male,programmer,O,72,yes
86,male,teacher,B,40,no
58,third,neet,AB,79,no
70,female,scientest,O,81,no
2,third,teacher,O,76,no
62,third,singer,O,92,no
62,female,scientest,AB,91,no
13,female,chef,A,52,no
93,third,engineer,A,52,no
52,male,engineer,O,99,no
66,female,student,AB,90,no
75,female,neet,B,74,no
58,third,neet,B,44,no
90,third,teacher,O,89,no
32,male,singer,B,59,no
87,male,engineer,AB,98,no
22,female,programmer,O,38,yes
49,third,teacher,B,42,no
64,female,teacher,B,44,no
94,third,singer,A,64,no
84,male,programmer,A,49,no
64,female,salesman,AB,75,no
14,male,teacher,B,58,no
11,female,engineer,B,52,no
84,male,singer,AB,36,no
39,male,student,B,66,no
50,female,chef,B,41,yes
89,male,engineer,O,48,no
50,male,chef,B,51,yes
43,male,scientest,AB,90,no
12,third,scientest,B,84,no
15,female,engineer,A,70,no
43,male,salesman,B,91,no
61,male,teacher,B,76,no
39,male,teacher,AB,78,no
69,third,programmer,O,91,no
35,female,scientest,AB,86,yes
31,third,teacher,O,58,yes
82,male,programmer,O,70,no
81,female,student,A,87,no
33,third,student,O,79,yes
85,third,engineer,O,60,no
84,third,engineer,B,75,no
73,female,singer,O,49,no
20,male,programmer,A,68,no
33,third,salesman,B,59,no
8,female,neet,O,52,no
96,third,scientest,A,75,no
41,male,student,B,61,no
80,male,salesman,O,99,no
50,female,programmer,A,37,no
47,male,salesman,B,80,no
18,third,neet,AB,94,no
57,male,student,O,63,no
77,third,programmer,AB,43,no
43,male,singer,AB,81,no
2,female,engineer,B,57,no
48,male,engineer,O,81,no
84,third,scientest,O,92,no
21,female,programmer,A,56,no
50,female,chef,A,49,yes
14,female,student,A,79,no
77,male,student,AB,94,no
38,male,engineer,B,43,no
16,female,student,O,37,yes
74,female,programmer,B,57,no
84,female,salesman,AB,56,no
30,male,student,O,84,yes
43,female,student,B,38,no
88,female,scientest,B,85,no
28,female,neet,A,85,no
99,male,neet,B,66,no
80,third,salesman,B,86,no
6,male,chef,O,55,no
80,male,engineer,AB,62,no
16,female,programmer,B,46,no
16,third,scientest,B,64,no
70,female,teacher,AB,92,no
48,third,salesman,B,35,no
45,male,singer,AB,61,no
58,third,salesman,B,88,no
49,male,scientest,A,86,no
15,third,teacher,A,70,no
44,third,scientest,B,78,yes
71,male,engineer,AB,83,no
37,male,salesman,A,77,no
23,third,salesman,A,39,no
74,female,teacher,AB,83,no
36,male,chef,O,42,yes
61,female,chef,AB,67,no
19,male,neet,O,69,yes
76,female,teacher,AB,73,no
36,male,programmer,A,81,no
88,male,teacher,AB,61,no
44,male,student,AB,52,no
31,third,programmer,O,81,yes
4,third,teacher,B,41,no
33,female,teacher,A,77,no
69,male,teacher,O,85,no
6,female,chef,O,85,no
70,female,chef,O,82,no
65,female,programmer,B,76,no
4,male,singer,AB,72,no
34,third,singer,A,98,no
99,male,scientest,O,69,no
53,third,scientest,A,87,no
78,male,chef,B,38,no
11,female,scientest,AB,71,no
62,third,scientest,A,42,no
37,male,engineer,AB,84,no
1,male,scientest,AB,93,no
56,female,neet,AB,66,no
0,male,student,AB,68,no
65,third,engineer,A,70,no
70,third,programmer,B,49,no
77,third,singer,A,65,no
18,male,singer,AB,43,no
48,female,programmer,AB,76,yes
19,female,engineer,O,79,yes
86,male,engineer,AB,79,no
35,male,neet,B,65,no
82,male,student,A,46,no
49,male,neet,B,89,no
38,female,chef,B,99,yes
75,third,singer,AB,85,no
88,male,chef,A,83,no
14,female,student,B,89,no
11,female,programmer,B,81,no
24,female,programmer,A,62,no
42,third,teacher,B,98,no
46,male,engineer,B,75,no
82,third,singer,O,81,no
52,female,scientest,O,35,no
21,male,singer,O,83,yes
67,male,neet,B,36,no
61,female,teacher,AB,78,no
74,third,student,AB,62,no
43,female,salesman,A,91,no
26,third,chef,A,90,yes
18,male,teacher,AB,59,no
63,male,salesman,B,54,no
33,male,neet,AB,78,no
40,male,scientest,AB,81,no
67,third,salesman,O,51,no
19,female,student,AB,42,no
74,female,singer,A,86,no
13,female,neet,AB,73,no
67,third,scientest,A,86,no
60,male,chef,B,62,no
28,female,chef,O,96,yes
49,male,student,AB,95,no
48,third,salesman,A,83,no
87,male,neet,O,99,no
17,male,neet,AB,43,no
87,male,teacher,B,80,no
31,female,student,O,90,yes
44,male,singer,AB,43,no
15,male,student,B,58,no
29,male,singer,AB,45,no
7,female,scientest,O,49,no
58,male,salesman,A,87,no
44,third,scientest,O,54,no
82,third,engineer,A,96,no
22,male,neet,O,46,yes
44,female,neet,O,64,no
21,male,teacher,A,91,no
55,female,scientest,A,88,no
61,third,student,O,76,no
13,third,singer,O,44,no
3,third,student,A,52,no
29,third,salesman,B,71,no
19,female,neet,B,89,no
99,third,teacher,AB,80,no
52,female,singer,A,43,no
56,female,salesman,A,42,no
50,male,engineer,AB,55,yes
2,male,salesman,B,40,no
20,female,chef,O,88,yes
19,female,scientest,A,88,no
70,male,chef,A,37,no
19,male,engineer,O,49,yes
16,male,engineer,A,57,no
3,third,engineer,A,35,no
34,third,neet,B,83,no
92,male,chef,B,40,no
76,female,chef,A,64,no
89,third,student,A,60,no
26,male,teacher,A,96,no
95,third,singer,B,73,no
25,third,scientest,AB,69,yes
47,male,scientest,A,58,yes
75,third,scientest,AB,74,no
76,third,singer,AB,43,no
50,male,engineer,O,73,no
48,male,salesman,B,95,no
34,female,salesman,A,43,no
74,male,salesman,AB,90,no
71,third,scientest,A,93,no
74,female,student,AB,97,no
28,third,student,B,53,no
91,female,neet,AB,40,no
32,male,engineer,B,54,no
0,third,engineer,AB,42,no
76,male,chef,O,61,no
82,female,student,AB,93,no
38,third,engineer,AB,81,no
18,female,neet,B,59,no
48,male,chef,B,38,yes
18,male,chef,O,88,yes
29,female,engineer,O,60,yes
19,male,singer,AB,77,no
91,female,singer,AB,89,no
84,third,singer,AB,63,no
95,male,scientest,A,53,no
55,male,neet,AB,85,no
32,third,neet,O,82,yes
54,male,scientest,O,91,no
79,female,chef,B,84,no
87,male,teacher,AB,69,no
70,female,neet,O,82,no
71,male,scientest,B,66,no
74,third,neet,AB,59,no
13,female,neet,AB,65,no
19,female,neet,A,89,no
48,third,singer,O,88,no
56,third,engineer,AB,49,no
65,third,singer,A,41,no
91,male,neet,AB,36,no
1,third,teacher,B,70,no
92,third,student,A,98,no
63,female,neet,A,45,no
22,male,chef,B,93,yes
90,third,programmer,O,72,no
76,third,salesman,A,58,no
40,male,engineer,O,45,yes
6,male,teacher,O,63,no
57,third,engineer,O,88,no
86,male,engineer,B,45,no
9,third,teacher,O,85,no
97,male,neet,A,68,no
0,third,programmer,A,76,no
22,female,engineer,A,79,yes
59,third,student,AB,48,no
51,female,teacher,O,64,no
66,female,student,A,49,no
9,third,programmer,A,58,no
83,male,neet,O,67,no
7,third,salesman,O,83,no
21,third,programmer,B,86,no
71,male,student,O,55,no
22,male,chef,AB,93,yes
67,female,neet,A,95,no
72,female,programmer,B,61,no
77,third,salesman,O,35,no
23,third,neet,AB,78,no
34,third,singer,AB,48,no
2,female,engineer,B,99,no
81,male,teacher,AB,35,no
22,third,chef,B,39,yes
15,third,teacher,B,97,no
6,male,salesman,B,89,no
65,female,scientest,B,91,no
5,female,neet,A,63,no
30,third,neet,AB,96,no
91,male,singer,AB,98,no
73,male,scientest,A,80,no
34,male,neet,AB,58,no
47,male,engineer,B,87,no
88,female,salesman,AB,98,no
57,female,salesman,B,64,no
69,male,salesman,AB,45,no
73,male,engineer,B,59,no
93,third,neet,B,70,no
87,third,neet,B,47,no
21,female,salesman,O,93,yes
0,female,scientest,AB,42,no
7,female,salesman,A,42,no
75,male,salesman,AB,69,no
83,female,salesman,AB,36,no
38,third,scientest,A,37,yes
71,male,student,A,82,no
5,male,scientest,B,82,no
53,third,engineer,B,91,no
68,female,student,B,51,no
47,third,salesman,AB,70,no
58,male,singer,A,66,no
17,male,salesman,O,62,yes
35,third,neet,O,75,yes
73,male,programmer,AB,80,no
80,third,programmer,AB,74,no
23,third,student,O,63,yes
57,female,teacher,AB,53,no
68,male,scientest,AB,57,no
35,male,salesman,O,56,yes
28,female,student,B,38,no
38,third,neet,B,89,no
53,third,chef,AB,87,no
33,third,engineer,B,55,no
55,female,chef,B,51,no
14,third,programmer,O,69,no
65,male,student,A,73,no
32,female,teacher,B,85,no
54,male,engineer,A,58,no
91,third,neet,A,71,no
80,third,engineer,O,67,no
88,third,chef,AB,75,no
32,third,scientest,A,78,yes
4,male,student,A,97,no
91,female,teacher,O,87,no
13,male,programmer,AB,52,no
43,third,programmer,O,87,no
10,third,neet,B,68,no
76,female,engineer,O,96,no
28,female,engineer,B,50,no
76,third,salesman,A,65,no
66,male,neet,B,93,no
67,female,programmer,A,92,no
37,third,student,A,38,no
51,third,teacher,A,53,no
52,female,chef,B,58,no
82,female,teacher,B,76,no
51,female,chef,AB,97,no
34,male,neet,O,86,yes
6,male,chef,AB,41,no
51,third,neet,A,94,no
64,third,singer,AB,48,no
94,male,teacher,O,91,no
44,third,scientest,B,84,yes
26,third,engineer,A,36,no
56,male,singer,AB,94,no
61,male,teacher,A,83,no
0,male,salesman,B,36,no
72,third,teacher,AB,57,no
60,male,neet,B,78,no
77,female,chef,AB,85,no
86,female,chef,O,35,no
16,female,singer,A,98,no
0,female,teacher,O,97,no
9,male,programmer,O,90,no
3,female,neet,O,90,no
37,female,engineer,AB,82,no
8,third,programmer,O,96,no
1,female,student,AB,65,no
14,female,chef,B,81,no
21,third,neet,O,75,yes
96,third,neet,AB,76,no
97,male,engineer,AB,47,no
62,female,salesman,O,35,no
35,third,scientest,AB,85,yes
91,third,engineer,O,54,no
90,third,student,A,54,no
95,male,neet,B,78,no
24,third,scientest,AB,98,no
6,male,engineer,AB,53,no
80,female,student,B,87,no
48,female,neet,B,99,no
63,female,engineer,A,43,no
44,female,scientest,AB,92,no
45,male,scientest,O,92,yes
57,male,singer,AB,91,no
33,third,teacher,AB,75,no
60,male,chef,B,67,no
88,third,singer,AB,85,no
69,female,singer,B,64,no
43,female,student,B,78,no
47,male,chef,B,71,yes
12,third,scientest,AB,43,no
61,female,engineer,O,79,no
29,female,student,O,75,yes
36,male,salesman,AB,50,no
14,male,scientest,AB,48,no
94,male,student,AB,66,no
33,third,teacher,AB,53,no
5,male,student,B,73,no
53,third,student,B,99,no
14,male,programmer,AB,82,no
84,female,singer,B,51,no
8,female,salesman,O,93,no
82,male,salesman,AB,54,no
14,third,chef,O,44,no
3,female,salesman,AB,54,no
35,third,chef,O,37,yes
33,third,student,B,40,no
65,female,engineer,A,37,no
21,female,student,B,86,no
18,female,teacher,B,62,no
24,third,salesman,AB,70,no
71,male,scientest,B,73,no
17,female,programmer,A,89,no
50,third,singer,O,98,no
58,female,scientest,A,40,no
64,female,student,AB,75,no
50,third,student,B,47,no
11,female,chef,A,91,no
36,female,salesman,AB,63,no
29,third,salesman,A,38,no
83,third,chef,AB,80,no
32,male,neet,O,80,yes
26,third,singer,B,94,no
93,male,chef,A,87,no
89,female,programmer,AB,84,no
88,male,singer,O,84,no
19,third,scientest,O,83,yes
90,third,salesman,O,72,no
0,female,student,AB,51,no
28,male,programmer,O,64,yes
13,third,teacher,O,57,no
36,female,teacher,A,79,no
73,third,chef,B,98,no
87,third,neet,O,82,no
66,female,teacher,B,98,no
92,female,chef,A,77,no
59,female,salesman,AB,47,no
80,male,neet,O,47,no
38,third,salesman,O,83,yes
75,female,programmer,O,36,no
12,male,student,B,80,no
82,female,programmer,O,88,no
94,third,chef,B,83,no
45,third,singer,O,86,no
67,female,programmer,B,51,no
68,third,teacher,AB,79,no
39,male,student,B,99,no
85,male,engineer,A,62,no
17,third,teacher,O,75,yes
77,female,chef,O,84,no
12,male,neet,A,89,no
54,male,scientest,B,54,no
47,male,student,AB,98,no
89,male,neet,B,52,no
32,third,salesman,A,59,no
2,female,programmer,A,75,no
72,female,chef,A,76,no
93,third,scientest,B,61,no
94,female,singer,B,64,no
94,female,chef,O,41,no
33,female,salesman,A,84,no
64,female,student,AB,76,no
61,female,scientest,A,61,no
42,third,teacher,B,91,no
79,female,engineer,AB,51,no
32,male,scientest,B,50,yes
57,third,neet,AB,68,no
67,third,engineer,A,71,no
80,third,engineer,B,99,no
12,female,neet,AB,67,no
37,third,programmer,O,66,yes
75,female,singer,B,68,no
24,third,programmer,A,49,no
96,third,neet,A,50,no
34,female,teacher,B,70,no
94,third,salesman,AB,81,no
82,third,scientest,AB,91,no
33,male,scientest,B,83,no
39,female,singer,B,72,no
12,female,chef,B,59,no
21,male,singer,O,96,yes
72,third,teacher,AB,51,no
53,female,teacher,O,40,no
0,third,salesman,B,67,no
11,male,student,A,71,no
51,female,engineer,B,98,no
25,male,engineer,AB,91,yes
3,female,neet,O,68,no
44,third,neet,B,95,no
90,male,salesman,AB,35,no
28,female,singer,O,41,yes
35,third,chef,O,93,yes
45,female,engineer,A,56,yes
71,male,chef,A,42,no
77,female,neet,AB,79,no
33,male,salesman,A,35,no
89,third,student,O,77,no
69,male,programmer,A,47,no
51,female,chef,A,84,no
41,male,neet,O,83,no
2,male,student,A,44,no
19,male,programmer,B,70,no
82,male,engineer,AB,48,no
47,male,scientest,O,72,yes
66,female,singer,A,96,no
45,female,student,AB,96,no
37,male,engineer,B,82,no
44,female,engineer,A,82,no
43,female,engineer,A,64,yes
56,female,scientest,A,81,no
0,female,scientest,B,88,no
77,third,salesman,AB,95,no
99,third,singer,O,78,no
33,male,engineer,AB,64,no
6,female,chef,O,50,no
99,female,neet,B,88,no
37,third,engineer,AB,81,no
3,third,salesman,AB,53,no
45,male,student,O,65,no
97,male,singer,AB,82,no
83,male,singer,AB,63,no
87,third,singer,A,80,no
37,female,salesman,O,43,yes
21,female,neet,B,42,no
39,third,singer,O,75,yes
67,male,student,A,36,no
11,male,neet,B,35,yes
63,female,programmer,B,82,no
56,female,teacher,AB,71,no
10,third,salesman,O,71,no
27,male,salesman,B,54,no
47,third,scientest,O,41,no
88,third,engineer,O,79,no
16,female,teacher,AB,60,no
17,female,teacher,B,98,no
55,female,chef,AB,40,no
16,male,scientest,AB,42,no
38,female,student,A,99,no
53,third,engineer,AB,47,no
68,male,student,AB,90,no
67,female,neet,O,52,no
8,third,singer,AB,52,no
33,male,programmer,B,78,yes
32,male,salesman,A,99,no
90,third,chef,O,81,no
9,male,neet,A,36,yes
87,female,programmer,O,89,no
55,third,chef,O,48,no
34,third,teacher,AB,52,no
0,female,scientest,A,52,no
69,female,engineer,AB,85,no
16,female,teacher,B,73,no
18,third,salesman,B,54,no
54,male,student,A,64,no
34,third,programmer,A,40,yes
47,male,salesman,B,88,no
15,third,teacher,AB,46,no
33,female,singer,O,76,yes
70,male,engineer,O,68,no
71,female,singer,B,77,no
12,female,salesman,A,45,yes
9,third,singer,B,69,no
98,female,singer,AB,61,no
47,third,salesman,AB,79,no
39,male,salesman,O,42,yes
81,male,salesman,A,64,no
55,third,scientest,O,58,no
53,female,programmer,B,85,no
28,female,engineer,A,67,no
93,third,chef,O,99,no
30,male,chef,B,74,yes
87,male,salesman,A,95,no
32,third,teacher,O,78,yes
33,male,neet,O,38,yes
65,third,scientest,B,40,no
6,female,student,O,66,no
31,female,salesman,B,41,no
74,male,singer,B,49,no
46,female,singer,O,88,no
88,male,scientest,B,57,no
17,female,student,O,41,yes
76,third,scientest,B,39,no
94,male,engineer,A,51,no
36,female,singer,A,98,no
56,third,singer,O,88,no
25,female,engineer,A,69,no
9,male,salesman,O,56,no
65,third,neet,B,96,no
9,male,programmer,B,41,yes
36,female,neet,AB,73,no
54,male,programmer,O,97,no
87,male,engineer,AB,97,no
5,male,programmer,AB,67,no
30,male,student,B,58,no
8,third,chef,AB,58,no
1,third,neet,B,82,no
25,third,chef,O,84,yes
47,female,teacher,A,37,no
72,third,chef,AB,75,no
44,female,programmer,O,88,no
89,third,programmer,AB,38,no
82,male,engineer,O,88,no
69,male,programmer,O,39,no
2,male,teacher,O,57,no
26,male,student,O,51,yes
97,third,salesman,AB,60,no
49,female,scientest,AB,78,yes
31,third,engineer,AB,98,no
46,male,teacher,A,90,no
19,female,engineer,B,66,no
18,female,engineer,O,40,yes
28,male,chef,AB,94,yes
48,third,salesman,AB,65,no
30,third,singer,O,51,yes
6,third,chef,O,52,no
39,third,salesman,AB,87,no
47,male,scientest,O,57,yes
23,male,student,AB,82,no
24,female,chef,O,97,yes
79,third,engineer,O,91,no
68,third,student,A,57,no
7,male,teacher,AB,96,no
13,female,scientest,O,73,no
44,female,student,AB,84,no
28,female,programmer,A,95,no
11,female,engineer,A,75,no
88,female,salesman,B,72,no
11,female,neet,AB,76,no
88,female,chef,A,41,no
41,female,singer,A,94,no
73,female,scientest,AB,69,no
78,third,singer,A,49,no
4,male,neet,B,78,no
43,female,teacher,O,39,no
53,third,teacher,O,88,no
3,male,singer,O,45,no
6,male,salesman,A,54,no
68,male,singer,B,88,no
7,female,programmer,O,52,no
67,female,neet,A,76,no
36,third,student,AB,55,no
72,male,singer,AB,80,no
6,female,salesman,AB,43,no
74,male,engineer,B,35,no
95,third,salesman,AB,37,no
36,male,student,O,74,yes
41,male,engineer,O,70,yes
69,third,singer,B,59,no
25,third,salesman,AB,41,no
27,male,student,B,81,no
46,third,programmer,AB,42,no
93,third,student,B,56,no
20,third,programmer,O,39,yes
56,third,neet,A,86,no
2,female,teacher,A,72,no
29,male,chef,O,45,yes
7,third,chef,AB,45,no
13,male,salesman,AB,70,no
65,female,teacher,A,66,no
6,third,engineer,B,94,no
28,third,singer,AB,66,no
72,third,salesman,A,94,no
68,female,chef,O,83,no
58,male,student,O,53,no
26,third,scientest,AB,60,no
1,male,salesman,B,82,no
24,third,singer,A,52,no
42,female,chef,AB,63,yes
73,third,salesman,B,41,no
49,third,singer,O,98,no
37,male,singer,A,54,no
28,female,student,O,92,yes
31,male,engineer,AB,49,yes
45,female,engineer,AB,64,no
70,third,programmer,O,40,no
27,female,programmer,A,39,no
50,third,engineer,A,82,yes
44,male,scientest,A,89,yes
70,male,neet,O,65,no
50,male,neet,AB,73,no
76,female,scientest,B,94,no
6,female,student,A,55,no
51,third,engineer,B,90,no
47,male,chef,O,85,yes
52,third,engineer,O,40,no
60,third,chef,AB,69,no
45,male,salesman,A,43,no
26,third,chef,AB,92,yes
53,third,singer,A,91,no
3,female,chef,O,36,no
92,third,chef,O,50,no
34,female,chef,B,74,yes
81,male,singer,B,81,no
41,male,salesman,A,56,no
41,male,chef,AB,68,yes
96,female,neet,B,52,no
13,third,salesman,A,75,no
34,female,student,O,94,yes
94,female,chef,A,79,no
7,female,neet,AB,58,no
44,third,singer,B,54,no
6,female,teacher,AB,68,no
86,female,salesman,AB,48,no
37,male,singer,A,77,no
94,male,student,B,86,no
80,male,programmer,AB,47,no
96,third,student,A,61,no
55,third,teacher,A,74,no
93,male,scientest,O,89,no
70,male,scientest,AB,65,no
75,female,engineer,A,47,no
98,male,programmer,B,36,no
20,third,singer,B,76,no
22,third,neet,O,61,yes
51,female,chef,O,90,no
1,female,chef,O,71,no
73,female,teacher,A,51,no
0,female,salesman,O,79,no
57,female,student,B,86,no
17,female,scientest,O,82,yes
78,female,programmer,O,36,no
8,male,scientest,O,59,no
87,male,neet,AB,63,no
70,third,neet,A,73,no
48,female,student,O,62,no
9,third,salesman,B,86,no
14,male,salesman,A,63,no
15,female,neet,AB,74,no
29,third,programmer,AB,94,no
42,third,singer,B,87,no
47,female,neet,A,73,no
36,third,programmer,O,55,yes
38,third,salesman,AB,81,no
86,male,salesman,O,96,no
76,male,scientest,AB,71,no
14,female,teacher,O,88,no
18,male,chef,A,59,yes
82,female,neet,AB,95,no
42,female,programmer,B,96,no
29,male,engineer,B,55,no
96,third,singer,AB,57,no
66,third,neet,AB,41,no
0,male,programmer,O,48,no
45,third,chef,B,66,yes
76,third,singer,AB,54,no
60,male,teacher,B,55,no
62,female,scientest,AB,72,no
92,third,chef,O,59,no
20,male,neet,O,72,yes
33,third,teacher,B,61,no
75,third,salesman,B,95,no
84,third,scientest,O,40,no
62,third,salesman,B,40,no
30,third,programmer,A,61,no
80,female,neet,AB,62,no
69,male,chef,AB,72,no
60,third,teacher,A,41,no
68,female,scientest,B,53,no
63,female,salesman,B,97,no
9,male,chef,O,69,no
67,male,chef,A,61,no
51,female,programmer,B,45,no
13,female,neet,AB,40,yes
13,female,teacher,AB,42,yes
73,female,student,O,50,no
59,male,student,B,45,no
65,female,neet,B,96,no
10,female,chef,O,65,no
0,female,teacher,AB,47,no
78,third,engineer,AB,71,no
38,third,scientest,A,68,yes
92,third,neet,AB,63,no
7,male,chef,A,89,no
70,male,chef,AB,51,no
61,third,chef,B,76,no
72,third,neet,B,94,no
7,male,student,O,94,no
8,third,programmer,O,47,no
67,male,programmer,B,37,no
32,male,neet,B,43,no
34,male,chef,A,73,yes
25,male,chef,A,67,yes
25,male,student,A,66,no
96,third,engineer,AB,38,no
50,male,programmer,O,75,no
33,female,scientest,O,92,yes
88,third,scientest,B,36,no
68,male,salesman,O,50,no
65,third,engineer,AB,56,no
47,female,programmer,AB,43,no
29,male,student,O,76,yes
51,male,programmer,B,88,no
75,female,salesman,O,73,no
25,male,singer,A,66,no
82,male,scientest,AB,43,no
33,female,singer,O,79,yes
53,female,neet,O,49,no
5,female,teacher,O,57,no
1,third,engineer,O,36,no
76,third,student,B,47,no
46,male,salesman,O,73,no
50,female,neet,AB,46,no
51,male,programmer,A,75,no
64,third,neet,AB,90,no
34,third,singer,B,95,no
6,third,singer,O,39,no
62,male,engineer,B,82,no
11,third,teacher,O,52,no
44,male,programmer,A,46,no
11,male,teacher,O,49,yes
27,female,student,O,49,yes
64,female,salesman,O,35,no
10,male,teacher,B,55,no
2,male,scientest,O,88,no
76,third,student,O,43,no
24,third,singer,B,73,no
58,female,student,B,93,no
58,third,programmer,AB,88,no
30,third,programmer,O,66,yes
86,third,neet,AB,81,no
84,male,student,A,54,no
64,third,neet,A,55,no
76,male,singer,O,51,no
87,male,scientest,A,38,no
74,female,chef,A,94,no
61,female,programmer,B,82,no
9,third,teacher,AB,60,no
36,third,engineer,AB,37,no
28,third,singer,A,61,no
30,third,chef,A,89,yes
12,male,engineer,B,86,no
96,third,teacher,A,58,no
88,male,singer,B,39,no
73,male,student,AB,88,no
61,female,teacher,B,86,no
7,female,chef,AB,68,no
58,female,engineer,A,64,no
72,third,salesman,AB,98,no
44,male,programmer,AB,61,no
89,female,programmer,A,44,no
35,third,programmer,AB,51,no
4,third,programmer,B,71,no
78,female,chef,A,60,no
80,third,teacher,AB,39,no
7,male,teacher,O,66,no
29,male,programmer,AB,52,yes
4,male,scientest,AB,99,no
92,male,neet,A,39,no
30,third,student,A,89,no
41,female,scientest,AB,50,yes
28,male,salesman,A,85,no
66,male,programmer,B,85,no
82,male,salesman,AB,37,no
73,male,salesman,A,51,no
53,third,salesman,B,71,no
20,male,engineer,B,37,no
51,male,chef,AB,86,no
23,male,salesman,AB,57,no
65,female,programmer,O,72,no
45,male,student,O,89,no
35,male,salesman,AB,61,no
41,third,salesman,AB,77,no
67,third,engineer,B,54,no
18,female,teacher,AB,39,no
9,third,salesman,B,64,no
70,male,chef,AB,62,no
39,male,neet,A,49,no
72,male,neet,AB,70,no
31,male,singer,O,39,yes
67,male,chef,AB,65,no
62,female,salesman,B,43,no
56,third,neet,AB,61,no
93,third,student,B,77,no
62,third,neet,A,91,no
40,third,scientest,A,45,yes
72,female,neet,A,81,no
97,female,teacher,O,58,no
69,female,programmer,O,71,no
39,third,singer,B,72,no
90,third,teacher,B,79,no
73,female,scientest,B,63,no
45,female,student,O,68,no
17,male,student,A,80,no
