Age,Occupations,Blood group,Weight,Education,Choosed
33,scientest,AB,38,doctor,yes
42,programmer,AB,35,university,no
69,singer,A,44,university,no
22,programmer,A,71,university,no
73,student,AB,67,master,no
32,chef,A,75,senior high,yes
33,engineer,A,85,primary,no
82,neet,O,49,senior high,no
90,student,O,66,senior high,no
72,engineer,O,35,senior high,no
8,salesman,AB,81,junior high,no
65,chef,B,62,university,no
98,neet,AB,54,junior high,no
36,scientest,A,53,university,no
24,chef,B,43,doctor,yes
77,student,O,42,senior high,no
79,singer,B,42,university,no
42,scientest,AB,74,primary,no
83,singer,A,36,university,no
11,engineer,B,40,senior high,yes
21,singer,O,76,doctor,yes
19,neet,A,85,primary,no
69,engineer,B,40,master,no
69,programmer,B,86,doctor,no
36,student,B,48,master,no
17,scientest,AB,99,university,no
50,student,O,81,junior high,no
5,engineer,O,72,primary,no
77,student,A,38,university,no
20,neet,O,67,primary,yes
18,chef,AB,72,doctor,yes
83,neet,B,46,university,no
30,scientest,B,49,primary,no
63,teacher,AB,81,master,no
56,salesman,O,72,doctor,no
20,student,A,38,senior high,no
10,chef,O,87,primary,no
97,chef,AB,63,primary,no
13,student,AB,53,senior high,no
50,student,AB,95,senior high,no
87,programmer,AB,56,doctor,no
52,programmer,B,56,junior high,no
79,engineer,AB,80,junior high,no
90,singer,B,58,master,no
41,scientest,AB,48,primary,no
59,singer,AB,67,doctor,no
24,student,AB,93,university,no
87,engineer,A,65,doctor,no
92,teacher,AB,57,master,no
25,student,A,45,university,no
7,student,B,84,senior high,no
42,engineer,AB,66,master,yes
11,salesman,B,39,primary,yes
15,programmer,A,93,master,no
74,teacher,A,53,junior high,no
89,teacher,B,88,senior high,no
90,teacher,AB,68,master,no
98,engineer,AB,99,master,no
8,student,O,35,junior high,no
54,scientest,A,89,university,no
71,engineer,B,42,university,no
35,singer,B,64,doctor,no
61,salesman,A,53,senior high,no
74,chef,A,39,doctor,no
24,chef,AB,73,senior high,yes
80,programmer,AB,46,primary,no
46,chef,AB,59,master,yes
6,student,O,81,master,no
70,salesman,O,44,doctor,no
34,engineer,A,42,primary,no
75,teacher,B,52,university,no
2,scientest,B,36,junior high,no
63,teacher,B,77,senior high,no
32,singer,O,85,senior high,yes
38,singer,B,98,university,no
22,scientest,AB,46,university,no
90,singer,AB,37,primary,no
50,programmer,B,67,senior high,no
35,neet,AB,36,junior high,no
97,salesman,AB,60,senior high,no
58,neet,B,60,junior high,no
77,salesman,AB,65,doctor,no
12,chef,O,77,university,no
66,student,O,98,doctor,no
85,scientest,AB,96,senior high,no
58,neet,AB,56,junior high,no
65,chef,A,98,primary,no
48,engineer,A,49,junior high,no
64,neet,A,77,senior high,no
91,engineer,B,86,doctor,no
10,student,O,59,doctor,no
71,neet,B,39,master,no
93,student,A,42,senior high,no
51,chef,A,46,doctor,no
79,salesman,O,89,master,no
1,programmer,B,68,junior high,no
43,student,B,96,junior high,no
14,salesman,B,59,senior high,no
49,singer,AB,36,primary,no
63,singer,A,36,junior high,no
72,singer,AB,96,junior high,no
48,singer,AB,45,master,no
28,salesman,AB,75,senior high,no
44,teacher,A,56,doctor,no
12,neet,A,37,doctor,yes
59,neet,O,86,senior high,no
36,engineer,B,77,master,yes
15,programmer,O,54,doctor,no
94,programmer,AB,43,senior high,no
13,chef,AB,78,senior high,no
50,programmer,AB,81,university,no
96,student,AB,39,primary,no
6,chef,O,88,university,no
30,programmer,AB,87,senior high,no
34,neet,B,62,doctor,no
23,engineer,AB,85,senior high,no
21,engineer,O,54,primary,yes
37,programmer,B,76,primary,no
91,salesman,B,80,junior high,no
78,singer,B,91,master,no
6,salesman,O,45,master,no
90,student,AB,58,master,no
33,singer,A,83,junior high,no
32,singer,O,78,junior high,yes
69,engineer,B,74,junior high,no
45,neet,AB,92,primary,no
28,student,AB,60,senior high,no
83,scientest,A,56,university,no
94,neet,A,97,senior high,no
3,salesman,AB,36,master,no
67,student,O,41,university,no
84,neet,B,87,junior high,no
14,programmer,O,63,university,no
31,programmer,O,79,master,yes
26,chef,A,84,doctor,yes
17,salesman,AB,44,doctor,yes
60,programmer,A,67,junior high,no
39,engineer,B,35,doctor,yes
16,teacher,O,89,junior high,yes
68,salesman,B,50,senior high,no
39,engineer,AB,82,senior high,no
16,salesman,B,41,primary,yes
49,programmer,AB,94,senior high,no
55,salesman,A,85,senior high,no
72,scientest,O,75,doctor,no
55,programmer,O,85,master,no
43,student,A,49,master,no
24,salesman,B,38,doctor,no
9,singer,A,38,university,no
58,scientest,AB,54,university,no
2,singer,B,94,university,no
27,engineer,AB,43,doctor,yes
36,salesman,AB,51,junior high,no
38,salesman,AB,67,university,no
66,neet,AB,55,senior high,no
54,scientest,AB,73,senior high,no
31,chef,AB,78,university,yes
86,student,B,92,doctor,no
53,teacher,B,67,junior high,no
86,teacher,A,61,doctor,no
43,teacher,AB,65,primary,no
19,teacher,B,47,senior high,no
36,engineer,A,41,master,yes
54,scientest,B,72,primary,no
69,scientest,B,83,doctor,no
39,teacher,AB,38,university,no
85,student,B,92,junior high,no
84,neet,A,41,senior high,no
24,scientest,AB,48,junior high,no
11,salesman,AB,78,primary,no
19,salesman,A,50,doctor,no
12,engineer,B,89,master,no
89,salesman,B,59,doctor,no
53,neet,B,52,primary,no
93,programmer,A,78,university,no
21,student,O,69,junior high,yes
31,singer,AB,45,primary,no
7,teacher,A,76,primary,no
3,programmer,AB,74,university,no
11,scientest,AB,89,junior high,no
85,student,AB,64,university,no
1,programmer,A,67,junior high,no
64,chef,AB,78,primary,no
5,teacher,A,39,master,no
28,programmer,A,74,junior high,no
95,chef,A,72,university,no
98,chef,A,83,junior high,no
15,salesman,B,39,senior high,no
81,neet,A,79,junior high,no
83,teacher,B,99,university,no
56,singer,AB,73,university,no
19,programmer,B,47,primary,no
4,neet,O,45,primary,no
88,engineer,O,57,junior high,no
8,teacher,AB,62,senior high,no
54,neet,A,56,university,no
64,singer,O,43,primary,no
36,scientest,AB,46,doctor,yes
75,scientest,AB,89,university,no
54,salesman,AB,64,doctor,no
49,engineer,B,54,primary,no
46,engineer,AB,94,senior high,no
48,chef,O,61,senior high,yes
22,scientest,AB,88,master,yes
46,engineer,AB,63,master,yes
42,programmer,AB,52,university,no
51,chef,B,72,doctor,no
77,singer,B,78,university,no
30,singer,B,48,university,no
72,student,O,74,junior high,no
59,student,AB,86,primary,no
18,scientest,A,45,doctor,no
35,student,B,53,senior high,no
2,programmer,B,85,junior high,no
10,engineer,O,91,primary,no
41,teacher,B,97,university,no
33,programmer,AB,42,junior high,no
34,teacher,O,61,master,yes
20,teacher,AB,47,junior high,no
35,chef,B,89,university,yes
37,student,A,39,senior high,no
11,neet,A,87,university,no
77,teacher,O,62,primary,no
81,neet,A,89,senior high,no
36,singer,B,96,university,no
51,teacher,O,99,doctor,no
82,neet,A,79,junior high,no
29,scientest,B,97,university,no
35,singer,A,44,senior high,no
32,programmer,O,72,doctor,yes
86,teacher,B,40,master,no
58,neet,AB,79,primary,no
70,scientest,O,81,junior high,no
2,teacher,O,76,master,no
62,singer,O,92,senior high,no
62,scientest,AB,91,primary,no
13,chef,A,52,junior high,no
93,engineer,A,52,junior high,no
52,engineer,O,99,primary,no
66,student,AB,90,junior high,no
75,neet,B,74,university,no
58,neet,B,44,doctor,no
90,teacher,O,89,primary,no
32,singer,B,59,junior high,no
87,engineer,AB,98,university,no
22,programmer,O,38,junior high,yes
49,teacher,B,42,doctor,no
64,teacher,B,44,junior high,no
94,singer,A,64,primary,no
84,programmer,A,49,junior high,no
64,salesman,AB,75,master,no
14,teacher,B,58,doctor,no
11,engineer,B,52,university,no
84,singer,AB,36,university,no
39,student,B,66,primary,no
50,chef,B,41,junior high,yes
89,engineer,O,48,university,no
50,chef,B,51,junior high,yes
43,scientest,AB,90,primary,no
12,scientest,B,84,master,no
15,engineer,A,70,university,no
43,salesman,B,91,university,no
61,teacher,B,76,junior high,no
39,teacher,AB,78,university,no
69,programmer,O,91,junior high,no
35,scientest,AB,86,master,yes
31,teacher,O,58,master,yes
82,programmer,O,70,junior high,no
81,student,A,87,senior high,no
33,student,O,79,doctor,yes
85,engineer,O,60,senior high,no
84,engineer,B,75,primary,no
73,singer,O,49,senior high,no
20,programmer,A,68,university,no
33,salesman,B,59,master,no
8,neet,O,52,doctor,no
96,scientest,A,75,master,no
41,student,B,61,senior high,no
80,salesman,O,99,university,no
50,programmer,A,37,primary,no
47,salesman,B,80,junior high,no
18,neet,AB,94,senior high,no
57,student,O,63,doctor,no
77,programmer,AB,43,doctor,no
43,singer,AB,81,junior high,no
2,engineer,B,57,university,no
48,engineer,O,81,senior high,no
84,scientest,O,92,master,no
21,programmer,A,56,university,no
50,chef,A,49,junior high,yes
14,student,A,79,master,no
77,student,AB,94,senior high,no
38,engineer,B,43,junior high,no
16,student,O,37,primary,yes
74,programmer,B,57,junior high,no
84,salesman,AB,56,junior high,no
30,student,O,84,junior high,yes
43,student,B,38,master,no
88,scientest,B,85,doctor,no
28,neet,A,85,junior high,no
99,neet,B,66,primary,no
80,salesman,B,86,junior high,no
6,chef,O,55,junior high,no
80,engineer,AB,62,primary,no
16,programmer,B,46,university,no
16,scientest,B,64,junior high,no
70,teacher,AB,92,doctor,no
48,salesman,B,35,senior high,no
45,singer,AB,61,master,no
58,salesman,B,88,junior high,no
49,scientest,A,86,senior high,no
15,teacher,A,70,doctor,no
44,scientest,B,78,doctor,yes
71,engineer,AB,83,university,no
37,salesman,A,77,doctor,no
23,salesman,A,39,master,no
74,teacher,AB,83,junior high,no
36,chef,O,42,doctor,yes
61,chef,AB,67,master,no
19,neet,O,69,university,yes
76,teacher,AB,73,senior high,no
36,programmer,A,81,junior high,no
88,teacher,AB,61,senior high,no
44,student,AB,52,doctor,no
31,programmer,O,81,university,yes
4,teacher,B,41,primary,no
33,teacher,A,77,junior high,no
69,teacher,O,85,senior high,no
6,chef,O,85,primary,no
70,chef,O,82,primary,no
65,programmer,B,76,doctor,no
4,singer,AB,72,doctor,no
34,singer,A,98,junior high,no
99,scientest,O,69,primary,no
53,scientest,A,87,primary,no
78,chef,B,38,master,no
11,scientest,AB,71,university,no
62,scientest,A,42,university,no
37,engineer,AB,84,senior high,no
1,scientest,AB,93,university,no
56,neet,AB,66,master,no
0,student,AB,68,university,no
65,engineer,A,70,primary,no
70,programmer,B,49,university,no
77,singer,A,65,primary,no
18,singer,AB,43,junior high,no
48,programmer,AB,76,master,yes
19,engineer,O,79,master,yes
86,engineer,AB,79,senior high,no
35,neet,B,65,master,no
82,student,A,46,university,no
49,neet,B,89,doctor,no
38,chef,B,99,senior high,yes
75,singer,AB,85,primary,no
88,chef,A,83,university,no
14,student,B,89,master,no
11,programmer,B,81,master,no
24,programmer,A,62,senior high,no
42,teacher,B,98,senior high,no
46,engineer,B,75,university,no
82,singer,O,81,university,no
52,scientest,O,35,university,no
21,singer,O,83,university,yes
67,neet,B,36,primary,no
61,teacher,AB,78,master,no
74,student,AB,62,primary,no
43,salesman,A,91,master,no
26,chef,A,90,senior high,yes
18,teacher,AB,59,doctor,no
63,salesman,B,54,master,no
33,neet,AB,78,university,no
40,scientest,AB,81,university,no
67,salesman,O,51,primary,no
19,student,AB,42,primary,no
74,singer,A,86,university,no
13,neet,AB,73,senior high,no
67,scientest,A,86,senior high,no
60,chef,B,62,junior high,no
28,chef,O,96,university,yes
49,student,AB,95,junior high,no
48,salesman,A,83,primary,no
87,neet,O,99,junior high,no
17,neet,AB,43,senior high,no
87,teacher,B,80,doctor,no
31,student,O,90,primary,yes
44,singer,AB,43,senior high,no
15,student,B,58,primary,no
29,singer,AB,45,doctor,no
7,scientest,O,49,senior high,no
58,salesman,A,87,master,no
44,scientest,O,54,primary,no
82,engineer,A,96,doctor,no
22,neet,O,46,junior high,yes
44,neet,O,64,master,no
21,teacher,A,91,master,no
55,scientest,A,88,primary,no
61,student,O,76,senior high,no
13,singer,O,44,master,no
3,student,A,52,primary,no
29,salesman,B,71,senior high,no
19,neet,B,89,junior high,no
99,teacher,AB,80,university,no
52,singer,A,43,master,no
56,salesman,A,42,senior high,no
50,engineer,AB,55,doctor,yes
2,salesman,B,40,primary,no
20,chef,O,88,senior high,yes
19,scientest,A,88,university,no
70,chef,A,37,primary,no
19,engineer,O,49,primary,yes
16,engineer,A,57,primary,no
3,engineer,A,35,doctor,no
34,neet,B,83,university,no
92,chef,B,40,doctor,no
76,chef,A,64,junior high,no
89,student,A,60,junior high,no
26,teacher,A,96,primary,no
95,singer,B,73,junior high,no
25,scientest,AB,69,doctor,yes
47,scientest,A,58,doctor,yes
75,scientest,AB,74,university,no
76,singer,AB,43,primary,no
50,engineer,O,73,senior high,no
48,salesman,B,95,master,no
34,salesman,A,43,doctor,no
74,salesman,AB,90,senior high,no
71,scientest,A,93,master,no
74,student,AB,97,master,no
28,student,B,53,senior high,no
91,neet,AB,40,primary,no
32,engineer,B,54,university,no
0,engineer,AB,42,master,no
76,chef,O,61,junior high,no
82,student,AB,93,doctor,no
38,engineer,AB,81,senior high,no
18,neet,B,59,university,no
48,chef,B,38,senior high,yes
18,chef,O,88,primary,yes
29,engineer,O,60,master,yes
19,singer,AB,77,master,no
91,singer,AB,89,primary,no
84,singer,AB,63,master,no
95,scientest,A,53,senior high,no
55,neet,AB,85,doctor,no
32,neet,O,82,senior high,yes
54,scientest,O,91,master,no
79,chef,B,84,junior high,no
87,teacher,AB,69,junior high,no
70,neet,O,82,junior high,no
71,scientest,B,66,junior high,no
74,neet,AB,59,junior high,no
13,neet,AB,65,primary,no
19,neet,A,89,senior high,no
48,singer,O,88,senior high,no
56,engineer,AB,49,master,no
65,singer,A,41,primary,no
91,neet,AB,36,primary,no
1,teacher,B,70,junior high,no
92,student,A,98,master,no
63,neet,A,45,junior high,no
22,chef,B,93,university,yes
90,programmer,O,72,junior high,no
76,salesman,A,58,university,no
40,engineer,O,45,senior high,yes
6,teacher,O,63,university,no
57,engineer,O,88,junior high,no
86,engineer,B,45,doctor,no
9,teacher,O,85,master,no
97,neet,A,68,master,no
0,programmer,A,76,master,no
22,engineer,A,79,doctor,yes
59,student,AB,48,doctor,no
51,teacher,O,64,master,no
66,student,A,49,primary,no
9,programmer,A,58,doctor,no
83,neet,O,67,senior high,no
7,salesman,O,83,master,no
21,programmer,B,86,master,no
71,student,O,55,junior high,no
22,chef,AB,93,senior high,yes
67,neet,A,95,senior high,no
72,programmer,B,61,master,no
77,salesman,O,35,master,no
23,neet,AB,78,senior high,no
34,singer,AB,48,primary,no
2,engineer,B,99,primary,no
81,teacher,AB,35,senior high,no
22,chef,B,39,master,yes
15,teacher,B,97,primary,no
6,salesman,B,89,university,no
65,scientest,B,91,primary,no
5,neet,A,63,doctor,no
30,neet,AB,96,master,no
91,singer,AB,98,doctor,no
73,scientest,A,80,master,no
34,neet,AB,58,primary,no
47,engineer,B,87,primary,no
88,salesman,AB,98,senior high,no
57,salesman,B,64,master,no
69,salesman,AB,45,master,no
73,engineer,B,59,doctor,no
93,neet,B,70,master,no
87,neet,B,47,doctor,no
21,salesman,O,93,doctor,yes
0,scientest,AB,42,master,no
7,salesman,A,42,master,no
75,salesman,AB,69,doctor,no
83,salesman,AB,36,master,no
38,scientest,A,37,master,yes
71,student,A,82,junior high,no
5,scientest,B,82,junior high,no
53,engineer,B,91,junior high,no
68,student,B,51,master,no
47,salesman,AB,70,university,no
58,singer,A,66,doctor,no
17,salesman,O,62,master,yes
35,neet,O,75,master,yes
73,programmer,AB,80,junior high,no
80,programmer,AB,74,master,no
23,student,O,63,doctor,yes
57,teacher,AB,53,university,no
68,scientest,AB,57,university,no
35,salesman,O,56,doctor,yes
28,student,B,38,junior high,no
38,neet,B,89,junior high,no
53,chef,AB,87,doctor,no
33,engineer,B,55,university,no
55,chef,B,51,doctor,no
14,programmer,O,69,junior high,no
65,student,A,73,doctor,no
32,teacher,B,85,primary,no
54,engineer,A,58,primary,no
91,neet,A,71,doctor,no
80,engineer,O,67,master,no
88,chef,AB,75,junior high,no
32,scientest,A,78,doctor,yes
4,student,A,97,senior high,no
91,teacher,O,87,senior high,no
13,programmer,AB,52,primary,no
43,programmer,O,87,primary,no
10,neet,B,68,master,no
76,engineer,O,96,senior high,no
28,engineer,B,50,senior high,no
76,salesman,A,65,senior high,no
66,neet,B,93,primary,no
67,programmer,A,92,senior high,no
37,student,A,38,doctor,no
51,teacher,A,53,primary,no
52,chef,B,58,junior high,no
82,teacher,B,76,doctor,no
51,chef,AB,97,doctor,no
34,neet,O,86,junior high,yes
6,chef,AB,41,senior high,no
51,neet,A,94,senior high,no
64,singer,AB,48,senior high,no
94,teacher,O,91,doctor,no
44,scientest,B,84,doctor,yes
26,engineer,A,36,senior high,no
56,singer,AB,94,university,no
61,teacher,A,83,master,no
0,salesman,B,36,primary,no
72,teacher,AB,57,senior high,no
60,neet,B,78,university,no
77,chef,AB,85,doctor,no
86,chef,O,35,doctor,no
16,singer,A,98,junior high,no
0,teacher,O,97,primary,no
9,programmer,O,90,doctor,no
3,neet,O,90,junior high,no
37,engineer,AB,82,senior high,no
8,programmer,O,96,junior high,no
1,student,AB,65,primary,no
14,chef,B,81,doctor,no
21,neet,O,75,junior high,yes
96,neet,AB,76,senior high,no
97,engineer,AB,47,master,no
62,salesman,O,35,master,no
35,scientest,AB,85,master,yes
91,engineer,O,54,senior high,no
90,student,A,54,doctor,no
95,neet,B,78,senior high,no
24,scientest,AB,98,senior high,no
6,engineer,AB,53,doctor,no
80,student,B,87,senior high,no
48,neet,B,99,senior high,no
63,engineer,A,43,university,no
44,scientest,AB,92,senior high,no
45,scientest,O,92,doctor,yes
57,singer,AB,91,primary,no
33,teacher,AB,75,master,no
60,chef,B,67,doctor,no
88,singer,AB,85,master,no
69,singer,B,64,university,no
43,student,B,78,senior high,no
47,chef,B,71,university,yes
12,scientest,AB,43,university,no
61,engineer,O,79,university,no
29,student,O,75,senior high,yes
36,salesman,AB,50,university,no
14,scientest,AB,48,junior high,no
94,student,AB,66,senior high,no
33,teacher,AB,53,university,no
5,student,B,73,university,no
53,student,B,99,primary,no
14,programmer,AB,82,junior high,no
84,singer,B,51,master,no
8,salesman,O,93,university,no
82,salesman,AB,54,senior high,no
14,chef,O,44,primary,no
3,salesman,AB,54,primary,no
35,chef,O,37,junior high,yes
33,student,B,40,junior high,no
65,engineer,A,37,primary,no
21,student,B,86,master,no
18,teacher,B,62,senior high,no
24,salesman,AB,70,senior high,no
71,scientest,B,73,master,no
17,programmer,A,89,doctor,no
50,singer,O,98,junior high,no
58,scientest,A,40,primary,no
64,student,AB,75,senior high,no
50,student,B,47,junior high,no
11,chef,A,91,university,no
36,salesman,AB,63,senior high,no
29,salesman,A,38,doctor,no
83,chef,AB,80,primary,no
32,neet,O,80,doctor,yes
26,singer,B,94,primary,no
93,chef,A,87,master,no
89,programmer,AB,84,primary,no
88,singer,O,84,master,no
19,scientest,O,83,university,yes
90,salesman,O,72,junior high,no
0,student,AB,51,university,no
28,programmer,O,64,senior high,yes
13,teacher,O,57,doctor,no
36,teacher,A,79,primary,no
73,chef,B,98,junior high,no
87,neet,O,82,doctor,no
66,teacher,B,98,doctor,no
92,chef,A,77,university,no
59,salesman,AB,47,doctor,no
80,neet,O,47,primary,no
38,salesman,O,83,master,yes
75,programmer,O,36,primary,no
12,student,B,80,master,no
82,programmer,O,88,doctor,no
94,chef,B,83,university,no
45,singer,O,86,university,no
67,programmer,B,51,master,no
68,teacher,AB,79,senior high,no
39,student,B,99,primary,no
85,engineer,A,62,doctor,no
17,teacher,O,75,primary,yes
77,chef,O,84,primary,no
12,neet,A,89,junior high,no
54,scientest,B,54,primary,no
47,student,AB,98,primary,no
89,neet,B,52,senior high,no
32,salesman,A,59,primary,no
2,programmer,A,75,junior high,no
72,chef,A,76,junior high,no
93,scientest,B,61,doctor,no
94,singer,B,64,senior high,no
94,chef,O,41,doctor,no
33,salesman,A,84,doctor,no
64,student,AB,76,master,no
61,scientest,A,61,master,no
42,teacher,B,91,university,no
79,engineer,AB,51,university,no
32,scientest,B,50,doctor,yes
57,neet,AB,68,university,no
67,engineer,A,71,senior high,no
80,engineer,B,99,master,no
12,neet,AB,67,master,no
37,programmer,O,66,primary,yes
75,singer,B,68,master,no
24,programmer,A,49,primary,no
96,neet,A,50,doctor,no
34,teacher,B,70,university,no
94,salesman,AB,81,junior high,no
82,scientest,AB,91,primary,no
33,scientest,B,83,junior high,no
39,singer,B,72,master,no
12,chef,B,59,university,no
21,singer,O,96,university,yes
72,teacher,AB,51,master,no
53,teacher,O,40,university,no
0,salesman,B,67,senior high,no
11,student,A,71,doctor,no
51,engineer,B,98,doctor,no
25,engineer,AB,91,master,yes
3,neet,O,68,university,no
44,neet,B,95,doctor,no
90,salesman,AB,35,master,no
28,singer,O,41,doctor,yes
35,chef,O,93,primary,yes
45,engineer,A,56,doctor,yes
71,chef,A,42,senior high,no
77,neet,AB,79,doctor,no
33,salesman,A,35,junior high,no
89,student,O,77,senior high,no
69,programmer,A,47,primary,no
51,chef,A,84,senior high,no
41,neet,O,83,master,no
2,student,A,44,junior high,no
19,programmer,B,70,doctor,no
82,engineer,AB,48,junior high,no
47,scientest,O,72,doctor,yes
66,singer,A,96,university,no
45,student,AB,96,senior high,no
37,engineer,B,82,junior high,no
44,engineer,A,82,senior high,no
43,engineer,A,64,doctor,yes
56,scientest,A,81,university,no
0,scientest,B,88,senior high,no
77,salesman,AB,95,master,no
99,singer,O,78,senior high,no
33,engineer,AB,64,junior high,no
6,chef,O,50,senior high,no
99,neet,B,88,primary,no
37,engineer,AB,81,primary,no
3,salesman,AB,53,senior high,no
45,student,O,65,university,no
97,singer,AB,82,doctor,no
83,singer,AB,63,primary,no
87,singer,A,80,master,no
37,salesman,O,43,primary,yes
21,neet,B,42,doctor,no
39,singer,O,75,junior high,yes
67,student,A,36,master,no
11,neet,B,35,primary,yes
63,programmer,B,82,master,no
56,teacher,AB,71,university,no
10,salesman,O,71,master,no
27,salesman,B,54,primary,no
47,scientest,O,41,senior high,no
88,engineer,O,79,primary,no
16,teacher,AB,60,master,no
17,teacher,B,98,doctor,no
55,chef,AB,40,doctor,no
16,scientest,AB,42,doctor,no
38,student,A,99,doctor,no
53,engineer,AB,47,doctor,no
68,student,AB,90,university,no
67,neet,O,52,primary,no
8,singer,AB,52,primary,no
33,programmer,B,78,master,yes
32,salesman,A,99,master,no
90,chef,O,81,senior high,no
9,neet,A,36,doctor,yes
87,programmer,O,89,junior high,no
55,chef,O,48,university,no
34,teacher,AB,52,university,no
0,scientest,A,52,primary,no
69,engineer,AB,85,junior high,no
16,teacher,B,73,master,no
18,salesman,B,54,primary,no
54,student,A,64,junior high,no
34,programmer,A,40,master,yes
47,salesman,B,88,university,no
15,teacher,AB,46,primary,no
33,singer,O,76,university,yes
70,engineer,O,68,doctor,no
71,singer,B,77,master,no
12,salesman,A,45,primary,yes
9,singer,B,69,senior high,no
98,singer,AB,61,senior high,no
47,salesman,AB,79,junior high,no
39,salesman,O,42,primary,yes
81,salesman,A,64,primary,no
55,scientest,O,58,master,no
53,programmer,B,85,university,no
28,engineer,A,67,senior high,no
93,chef,O,99,junior high,no
30,chef,B,74,junior high,yes
87,salesman,A,95,university,no
32,teacher,O,78,master,yes
33,neet,O,38,junior high,yes
65,scientest,B,40,master,no
6,student,O,66,master,no
31,salesman,B,41,primary,no
74,singer,B,49,junior high,no
46,singer,O,88,primary,no
88,scientest,B,57,master,no
17,student,O,41,primary,yes
76,scientest,B,39,primary,no
94,engineer,A,51,master,no
36,singer,A,98,doctor,no
56,singer,O,88,university,no
25,engineer,A,69,primary,no
9,salesman,O,56,doctor,no
65,neet,B,96,doctor,no
9,programmer,B,41,master,yes
36,neet,AB,73,master,no
54,programmer,O,97,doctor,no
87,engineer,AB,97,junior high,no
5,programmer,AB,67,junior high,no
30,student,B,58,master,no
8,chef,AB,58,master,no
1,neet,B,82,senior high,no
25,chef,O,84,junior high,yes
47,teacher,A,37,doctor,no
72,chef,AB,75,university,no
44,programmer,O,88,junior high,no
89,programmer,AB,38,primary,no
82,engineer,O,88,master,no
69,programmer,O,39,master,no
2,teacher,O,57,senior high,no
26,student,O,51,junior high,yes
97,salesman,AB,60,junior high,no
49,scientest,AB,78,doctor,yes
31,engineer,AB,98,junior high,no
46,teacher,A,90,primary,no
19,engineer,B,66,junior high,no
18,engineer,O,40,doctor,yes
28,chef,AB,94,master,yes
48,salesman,AB,65,senior high,no
30,singer,O,51,senior high,yes
6,chef,O,52,university,no
39,salesman,AB,87,master,no
47,scientest,O,57,doctor,yes
23,student,AB,82,junior high,no
24,chef,O,97,doctor,yes
79,engineer,O,91,primary,no
68,student,A,57,senior high,no
7,teacher,AB,96,master,no
13,scientest,O,73,master,no
44,student,AB,84,doctor,no
28,programmer,A,95,senior high,no
11,engineer,A,75,master,no
88,salesman,B,72,junior high,no
11,neet,AB,76,university,no
88,chef,A,41,university,no
41,singer,A,94,primary,no
73,scientest,AB,69,senior high,no
78,singer,A,49,junior high,no
4,neet,B,78,doctor,no
43,teacher,O,39,junior high,no
53,teacher,O,88,senior high,no
3,singer,O,45,primary,no
6,salesman,A,54,university,no
68,singer,B,88,senior high,no
7,programmer,O,52,doctor,no
67,neet,A,76,doctor,no
36,student,AB,55,master,no
72,singer,AB,80,primary,no
6,salesman,AB,43,junior high,no
74,engineer,B,35,primary,no
95,salesman,AB,37,master,no
36,student,O,74,junior high,yes
41,engineer,O,70,master,yes
69,singer,B,59,university,no
25,salesman,AB,41,doctor,no
27,student,B,81,senior high,no
46,programmer,AB,42,university,no
93,student,B,56,junior high,no
20,programmer,O,39,senior high,yes
56,neet,A,86,master,no
2,teacher,A,72,university,no
29,chef,O,45,doctor,yes
7,chef,AB,45,senior high,no
13,salesman,AB,70,primary,no
65,teacher,A,66,university,no
6,engineer,B,94,primary,no
28,singer,AB,66,master,no
72,salesman,A,94,master,no
68,chef,O,83,university,no
58,student,O,53,master,no
26,scientest,AB,60,university,no
1,salesman,B,82,doctor,no
24,singer,A,52,master,no
42,chef,AB,63,university,yes
73,salesman,B,41,master,no
49,singer,O,98,doctor,no
37,singer,A,54,junior high,no
28,student,O,92,senior high,yes
31,engineer,AB,49,doctor,yes
45,engineer,AB,64,senior high,no
70,programmer,O,40,senior high,no
27,programmer,A,39,senior high,no
50,engineer,A,82,doctor,yes
44,scientest,A,89,master,yes
70,neet,O,65,doctor,no
50,neet,AB,73,junior high,no
76,scientest,B,94,doctor,no
6,student,A,55,senior high,no
51,engineer,B,90,junior high,no
47,chef,O,85,doctor,yes
52,engineer,O,40,doctor,no
60,chef,AB,69,university,no
45,salesman,A,43,junior high,no
26,chef,AB,92,senior high,yes
53,singer,A,91,senior high,no
3,chef,O,36,university,no
92,chef,O,50,junior high,no
34,chef,B,74,doctor,yes
81,singer,B,81,university,no
41,salesman,A,56,doctor,no
41,chef,AB,68,junior high,yes
96,neet,B,52,master,no
13,salesman,A,75,master,no
34,student,O,94,junior high,yes
94,chef,A,79,university,no
7,neet,AB,58,master,no
44,singer,B,54,junior high,no
6,teacher,AB,68,university,no
86,salesman,AB,48,primary,no
37,singer,A,77,master,no
94,student,B,86,junior high,no
80,programmer,AB,47,junior high,no
96,student,A,61,senior high,no
55,teacher,A,74,junior high,no
93,scientest,O,89,doctor,no
70,scientest,AB,65,junior high,no
75,engineer,A,47,doctor,no
98,programmer,B,36,doctor,no
20,singer,B,76,primary,no
22,neet,O,61,university,yes
51,chef,O,90,doctor,no
1,chef,O,71,university,no
73,teacher,A,51,junior high,no
0,salesman,O,79,university,no
57,student,B,86,senior high,no
17,scientest,O,82,junior high,yes
78,programmer,O,36,doctor,no
8,scientest,O,59,senior high,no
87,neet,AB,63,junior high,no
70,neet,A,73,junior high,no
