Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
91,third,singer,O,185,87,senior high,8000,no
55,third,teacher,B,187,84,junior high,790,no
81,third,chef,O,172,60,senior high,230,no
31,female,salesman,B,193,54,university,360,no
7,third,programmer,A,185,94,university,34,no
47,third,teacher,AB,183,56,master,5000,no
53,third,chef,AB,167,46,doctor,10,no
16,third,student,O,196,52,senior high,440,yes
67,male,teacher,A,190,51,master,40,no
58,female,scientest,A,148,39,junior high,170,no
8,third,salesman,A,149,92,master,6600,no
93,third,chef,B,163,62,senior high,6000,no
78,female,scientest,AB,151,98,senior high,4800,no
19,third,programmer,A,155,53,master,10000,no
90,female,salesman,B,184,67,junior high,2500,no
88,male,neet,A,172,45,doctor,88,no
19,female,salesman,A,183,74,doctor,5900,no
55,male,teacher,B,169,50,master,430,no
14,male,teacher,B,193,46,master,270,no
57,third,teacher,AB,157,39,master,42,no
85,female,chef,O,142,38,university,2000,no
51,third,teacher,O,149,96,master,77,no
57,male,student,A,179,57,doctor,4800,no
50,female,student,B,143,63,doctor,10,no
10,third,scientest,B,196,41,senior high,83,no
57,third,singer,B,173,98,junior high,9200,no
78,third,singer,AB,193,35,junior high,10000,no
61,male,singer,O,194,92,primary,9500,no
16,female,chef,A,146,59,master,160,no
50,third,neet,A,155,97,senior high,30,no
70,male,programmer,AB,184,41,university,84,no
17,female,programmer,AB,195,74,senior high,9,no
61,female,scientest,O,196,45,junior high,680,no
99,female,chef,AB,159,72,doctor,960,no
95,female,neet,O,167,98,master,64,no
58,female,programmer,A,149,44,doctor,24,no
41,third,teacher,B,170,66,junior high,800,no
51,third,scientest,A,198,76,university,530,no
76,female,engineer,A,172,51,primary,640,no
50,male,salesman,A,180,46,primary,33,no
95,male,programmer,AB,187,64,junior high,7900,no
43,female,scientest,A,193,55,primary,12,no
95,female,singer,AB,173,94,university,830,no
19,male,scientest,AB,186,87,junior high,21,no
6,male,programmer,B,155,82,junior high,900,no
38,female,singer,O,152,49,doctor,60,yes
22,third,scientest,B,182,77,junior high,1700,no
37,male,programmer,B,187,56,primary,840,no
14,third,scientest,O,183,47,junior high,7800,no
48,female,chef,A,185,73,doctor,460,yes
50,third,programmer,B,169,73,primary,800,no
8,third,chef,B,143,40,master,76,no
81,third,programmer,A,187,39,junior high,8300,no
81,third,student,O,192,79,master,73,no
57,female,neet,A,142,40,doctor,960,no
17,male,salesman,O,193,88,doctor,67,yes
84,male,salesman,O,171,92,doctor,1700,no
60,third,student,B,165,63,primary,860,no
12,third,engineer,AB,148,35,university,790,no
5,female,salesman,B,171,85,junior high,8800,no
20,female,programmer,A,148,47,senior high,3300,no
72,third,singer,AB,169,83,doctor,1900,no
68,male,chef,B,175,47,senior high,40,no
43,third,teacher,A,159,49,primary,29,no
12,male,student,AB,159,71,doctor,19,no
89,third,engineer,B,155,51,university,75,no
5,third,neet,AB,198,35,junior high,1400,no
21,third,student,AB,172,96,junior high,50,no
52,male,programmer,O,147,95,primary,5600,no
9,female,singer,B,152,86,senior high,2300,no
47,female,student,AB,174,72,university,640,no
5,male,salesman,B,159,59,junior high,97,no
40,female,programmer,B,174,56,university,90,no
74,third,salesman,O,150,53,senior high,96,no
48,third,engineer,AB,163,40,master,100,yes
16,female,engineer,B,152,58,senior high,9300,no
42,female,chef,AB,177,74,doctor,7200,yes
84,third,programmer,O,181,77,junior high,5900,no
98,female,teacher,AB,168,77,master,1000,no
35,third,neet,A,193,54,primary,930,no
3,third,singer,A,148,61,university,160,no
52,male,engineer,AB,154,63,senior high,43,no
10,third,student,A,164,36,junior high,5000,no
13,female,engineer,A,180,52,master,4,no
21,third,teacher,A,184,68,university,31,no
37,third,singer,B,148,42,senior high,390,no
90,female,engineer,AB,149,65,primary,4100,no
44,female,chef,A,175,83,university,830,yes
52,female,singer,B,185,95,senior high,690,no
12,third,programmer,AB,194,69,master,63,no
41,third,scientest,A,163,57,doctor,7300,yes
39,female,salesman,AB,176,39,university,76,no
63,female,salesman,A,182,37,primary,90,no
84,third,teacher,B,142,52,senior high,29,no
11,male,chef,A,182,75,doctor,910,no
46,male,salesman,O,183,88,doctor,8400,no
57,female,scientest,B,190,89,senior high,160,no
1,third,student,A,146,82,master,20,no
9,third,singer,A,170,98,junior high,690,no
61,male,chef,B,159,59,senior high,78,no
54,female,salesman,O,147,67,junior high,16,no
17,male,student,AB,146,67,doctor,1900,no
90,third,neet,AB,150,64,doctor,900,no
50,third,programmer,O,193,38,doctor,600,yes
21,male,student,O,154,37,primary,72,yes
19,male,singer,A,177,95,senior high,53,no
40,female,salesman,O,181,60,doctor,8100,yes
90,male,programmer,A,147,69,primary,83,no
6,male,engineer,AB,167,60,master,21,no
2,male,teacher,AB,169,53,doctor,880,no
71,third,chef,AB,157,69,senior high,2900,no
62,female,singer,AB,141,56,doctor,72,no
2,female,engineer,A,178,76,primary,660,no
87,third,salesman,B,187,73,senior high,1000,no
19,third,neet,AB,193,40,primary,72,no
50,male,engineer,B,152,90,senior high,880,no
19,female,teacher,AB,182,63,university,80,no
56,male,programmer,AB,147,93,master,56,no
30,third,engineer,A,183,70,doctor,3,yes
75,male,programmer,A,192,41,junior high,70,no
78,third,singer,A,197,43,doctor,23,no
49,male,teacher,AB,199,63,doctor,5800,no
80,female,neet,AB,190,79,master,970,no
27,third,student,AB,177,88,doctor,9,no
37,third,singer,AB,151,97,primary,630,no
80,male,scientest,O,194,93,university,460,no
57,female,neet,O,170,76,university,64,no
30,female,neet,A,193,57,senior high,800,no
47,female,chef,B,153,39,junior high,26,yes
78,female,scientest,O,155,54,primary,6100,no
97,female,chef,A,182,91,senior high,73,no
90,female,singer,B,199,97,master,180,no
55,male,chef,AB,189,50,senior high,54,no
57,female,engineer,A,187,80,doctor,77,no
8,third,scientest,B,146,91,master,780,no
86,third,neet,A,177,67,doctor,30,no
6,female,programmer,A,199,40,university,90,no
66,male,programmer,AB,191,56,senior high,3900,no
18,male,programmer,B,188,87,doctor,4100,no
11,female,neet,AB,153,47,junior high,8,no
36,female,neet,A,196,45,master,300,no
80,female,scientest,O,141,62,junior high,3,no
29,male,teacher,AB,151,36,university,33,no
52,third,chef,A,154,96,master,1500,no
5,third,salesman,A,189,87,university,300,no
83,female,chef,O,193,80,master,2600,no
3,third,engineer,O,195,45,doctor,52,no
71,third,teacher,B,147,89,university,2200,no
60,female,teacher,B,174,87,master,860,no
13,female,student,AB,161,90,senior high,4700,no
30,female,scientest,A,154,84,university,60,no
8,male,chef,AB,173,41,doctor,36,yes
17,female,salesman,O,199,71,senior high,580,yes
24,male,chef,O,154,83,senior high,110,yes
42,female,engineer,O,194,50,university,250,no
15,male,scientest,A,198,91,doctor,600,no
34,third,teacher,A,187,68,junior high,36,no
58,male,teacher,AB,174,63,master,7700,no
0,female,engineer,B,192,79,senior high,1300,no
93,male,salesman,A,170,52,junior high,5000,no
57,third,programmer,B,156,48,master,150,no
47,female,student,B,191,75,master,530,no
47,female,student,O,157,35,primary,970,no
8,third,programmer,AB,187,70,junior high,150,no
41,male,engineer,O,161,45,junior high,2700,no
87,female,neet,A,158,72,junior high,2100,no
4,female,scientest,O,195,36,primary,4,no
44,male,programmer,AB,158,77,junior high,42,no
78,male,student,A,190,87,master,50,no
94,male,salesman,AB,184,92,university,3,no
44,female,engineer,A,156,51,primary,1100,no
74,male,teacher,AB,164,68,master,6700,no
83,third,engineer,O,148,39,doctor,47,no
8,third,programmer,B,155,43,senior high,390,no
49,female,salesman,B,167,76,university,58,no
48,third,programmer,O,173,65,doctor,50,yes
32,male,student,B,157,75,doctor,520,no
43,female,engineer,B,189,82,primary,98,no
54,male,singer,B,191,91,master,880,no
43,female,programmer,O,156,89,university,6400,no
83,female,chef,O,180,79,junior high,6100,no
66,male,salesman,B,182,72,master,80,no
38,third,engineer,O,187,97,junior high,22,yes
5,female,programmer,AB,143,41,primary,900,no
14,male,scientest,B,196,93,senior high,8800,no
49,male,neet,B,198,84,senior high,70,no
91,third,chef,O,169,75,doctor,650,no
71,male,student,O,152,84,doctor,43,no
1,male,scientest,A,194,41,senior high,70,no
96,third,scientest,A,168,38,senior high,89,no
31,female,student,A,198,51,doctor,940,no
37,female,engineer,O,190,95,university,62,yes
30,third,singer,AB,173,74,master,3000,no
36,female,scientest,O,187,71,junior high,9900,yes
12,female,programmer,B,146,96,doctor,50,no
88,male,chef,B,195,45,senior high,4300,no
7,male,programmer,A,179,61,master,24,no
49,male,student,AB,171,67,doctor,28,no
45,male,salesman,B,175,84,primary,280,no
38,third,teacher,B,197,60,master,8600,no
47,female,student,B,176,37,master,880,no
39,third,neet,AB,172,99,junior high,750,no
4,male,singer,A,151,44,junior high,2600,no
46,female,student,A,168,53,master,77,no
32,male,singer,B,198,61,university,850,no
86,male,singer,B,155,99,master,3900,no
0,female,salesman,A,175,57,senior high,8600,no
39,female,engineer,AB,184,44,senior high,980,no
78,third,scientest,A,190,73,master,300,no
77,third,chef,B,184,47,senior high,6400,no
35,male,scientest,AB,152,58,junior high,1600,no
61,male,chef,O,192,51,primary,5500,no
35,female,student,AB,190,83,primary,1200,no
32,third,engineer,AB,170,41,junior high,690,no
74,third,student,A,178,99,university,8500,no
75,third,teacher,O,175,55,university,300,no
71,male,singer,O,148,63,junior high,780,no
86,third,salesman,B,169,94,senior high,50,no
65,third,salesman,A,150,89,junior high,3,no
2,male,singer,O,189,60,master,4700,no
83,male,student,AB,160,62,junior high,77,no
79,male,chef,B,175,90,university,700,no
1,third,scientest,O,155,73,primary,7600,no
11,third,singer,AB,147,46,senior high,1400,no
47,female,neet,A,149,59,master,660,no
50,male,singer,B,140,80,senior high,75,no
36,male,singer,A,166,76,university,53,no
5,female,neet,A,140,93,senior high,3600,no
92,female,programmer,A,159,58,primary,2600,no
42,female,chef,O,197,47,doctor,370,yes
89,third,engineer,A,191,96,senior high,600,no
53,male,salesman,A,174,78,doctor,2,no
40,third,neet,O,167,84,doctor,7,yes
37,female,programmer,B,147,91,university,7000,no
45,male,student,A,147,80,senior high,6300,no
68,male,neet,O,172,49,junior high,26,no
50,male,scientest,O,155,72,master,220,yes
75,third,salesman,B,178,60,primary,9100,no
11,third,student,O,143,45,primary,5400,no
50,female,student,AB,168,99,university,41,no
26,female,teacher,AB,195,80,doctor,680,no
90,female,neet,AB,172,51,master,8300,no
84,third,salesman,B,153,81,senior high,3100,no
77,female,scientest,B,190,90,primary,6100,no
44,third,scientest,AB,153,69,doctor,9900,yes
48,female,engineer,A,176,59,master,40,yes
32,male,singer,A,147,77,senior high,8100,no
42,third,salesman,B,157,98,junior high,3800,no
2,female,salesman,B,171,46,doctor,40,no
70,female,student,A,192,53,master,4100,no
28,third,chef,B,155,62,doctor,9300,yes
53,female,singer,B,193,65,senior high,3000,no
9,male,student,O,165,80,master,8900,no
51,female,neet,B,155,57,senior high,38,no
22,male,teacher,AB,163,77,senior high,3300,no
53,male,singer,A,153,83,junior high,570,no
60,third,scientest,A,185,79,junior high,5200,no
66,male,salesman,B,160,62,master,500,no
49,male,teacher,O,173,35,senior high,22,no
7,male,salesman,O,146,49,master,8200,no
62,male,student,O,193,72,primary,480,no
71,male,singer,B,196,93,doctor,74,no
97,male,programmer,B,163,96,doctor,230,no
68,male,teacher,AB,167,79,senior high,300,no
64,third,salesman,AB,173,56,university,79,no
75,third,programmer,O,165,57,junior high,90,no
85,female,student,A,190,98,primary,51,no
67,male,neet,A,192,98,junior high,40,no
44,third,programmer,O,172,81,university,310,no
35,male,teacher,O,149,48,master,6600,yes
0,female,neet,AB,152,49,university,390,no
43,third,engineer,B,160,92,senior high,10000,no
57,female,student,O,182,68,primary,250,no
35,male,programmer,AB,164,98,doctor,90,yes
89,female,singer,A,178,66,university,390,no
7,female,student,O,156,73,senior high,200,no
1,female,scientest,O,189,37,senior high,680,no
5,third,programmer,O,161,78,primary,6,no
8,third,neet,AB,142,63,primary,980,no
75,female,scientest,AB,143,80,senior high,1400,no
9,third,neet,A,153,55,junior high,29,no
66,male,neet,O,167,60,junior high,160,no
21,male,chef,A,153,95,junior high,18,yes
87,male,programmer,B,191,43,primary,9800,no
2,third,chef,B,150,49,doctor,33,no
85,third,singer,O,161,55,master,760,no
10,third,singer,B,192,78,senior high,3800,no
34,third,singer,O,176,58,university,68,yes
65,male,student,B,148,57,senior high,83,no
36,female,chef,A,144,90,doctor,1600,yes
46,third,singer,AB,158,58,doctor,200,no
57,female,teacher,O,152,84,university,6500,no
16,third,teacher,O,169,91,senior high,380,yes
47,female,engineer,AB,165,84,junior high,17,no
11,male,teacher,O,185,83,master,61,no
27,third,teacher,AB,141,56,doctor,73,no
92,female,engineer,O,150,64,master,8600,no
81,third,scientest,AB,198,69,master,20,no
15,male,engineer,AB,186,80,junior high,5500,no
78,female,programmer,AB,178,69,master,200,no
8,third,neet,AB,174,89,junior high,870,no
80,female,engineer,B,167,64,university,27,no
47,female,singer,O,168,69,university,10,no
71,third,student,O,196,72,university,18,no
43,male,teacher,B,175,56,junior high,71,no
7,male,programmer,AB,180,99,primary,7300,no
52,male,programmer,AB,160,44,primary,55,no
54,male,neet,A,188,46,university,4700,no
95,male,programmer,A,178,56,master,86,no
88,third,student,A,199,66,university,300,no
36,third,student,O,191,48,senior high,2000,yes
41,third,engineer,O,171,90,doctor,330,yes
37,female,salesman,AB,186,84,doctor,3600,no
46,third,programmer,O,195,57,university,72,no
88,female,salesman,A,159,62,university,670,no
48,female,chef,AB,173,62,senior high,210,yes
95,female,scientest,A,149,57,university,5400,no
6,third,scientest,B,155,93,junior high,700,no
43,third,chef,AB,151,39,university,86,yes
23,female,teacher,A,172,66,master,7800,no
77,male,singer,O,156,99,junior high,2600,no
31,third,neet,A,191,86,primary,570,no
3,third,chef,O,192,57,university,51,no
46,female,engineer,B,164,58,university,7600,no
21,third,neet,AB,176,36,master,900,no
55,female,neet,AB,192,57,junior high,1500,no
33,third,scientest,B,163,55,senior high,1400,no
44,third,neet,AB,188,50,university,2400,no
54,male,scientest,A,151,72,doctor,2500,no
19,female,programmer,B,189,63,senior high,390,no
85,male,neet,AB,173,48,primary,530,no
87,female,engineer,A,163,47,master,750,no
23,female,chef,AB,165,96,university,82,yes
21,male,neet,O,195,81,junior high,3800,yes
98,female,salesman,AB,144,50,junior high,7400,no
12,female,singer,B,155,73,master,7100,no
15,female,student,O,199,87,master,79,no
66,third,chef,AB,179,77,senior high,470,no
98,female,engineer,B,177,73,university,7,no
2,third,teacher,B,198,91,primary,9200,no
54,male,neet,O,189,67,primary,660,no
19,female,teacher,AB,177,45,junior high,250,no
90,third,chef,B,151,79,senior high,820,no
93,third,chef,AB,161,94,master,500,no
5,male,programmer,O,194,49,doctor,800,no
74,male,engineer,AB,153,74,doctor,8100,no
55,male,singer,AB,182,89,doctor,460,no
