Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Choosed
48,male,chef,B,182,45,university,8900,yes
34,third,student,AB,184,90,junior high,60,no
25,female,engineer,B,145,81,junior high,2,no
14,male,programmer,B,182,72,master,600,no
56,male,scientest,A,196,36,master,130,no
63,female,student,O,189,69,junior high,97,no
90,male,neet,O,163,93,university,9700,no
99,male,singer,B,192,44,university,87,no
27,male,singer,O,190,87,doctor,210,yes
53,male,engineer,O,174,66,junior high,6000,no
11,third,engineer,B,178,37,university,910,no
85,third,salesman,B,143,86,doctor,440,no
32,third,scientest,B,151,73,primary,430,no
44,male,salesman,O,164,82,doctor,170,no
27,third,engineer,A,192,84,doctor,440,yes
93,male,chef,AB,146,40,doctor,4500,no
17,female,neet,B,197,69,master,99,no
32,third,teacher,AB,197,78,master,9400,no
43,male,singer,AB,196,82,junior high,9300,no
59,male,singer,A,163,38,master,3800,no
25,female,chef,O,161,42,junior high,97,yes
16,female,singer,B,187,83,senior high,330,no
69,male,singer,A,150,55,doctor,360,no
95,third,programmer,O,168,56,master,8100,no
99,female,neet,AB,195,76,primary,45,no
93,female,teacher,AB,170,61,university,5,no
76,female,student,AB,158,83,junior high,5700,no
96,female,student,B,168,72,junior high,5,no
39,third,neet,AB,192,84,master,4300,no
49,third,scientest,A,161,35,master,61,yes
86,male,engineer,O,177,45,junior high,96,no
54,female,neet,AB,196,60,primary,47,no
16,male,programmer,B,162,37,doctor,3100,no
13,male,scientest,A,193,90,junior high,100,no
45,male,student,AB,195,82,primary,8400,no
93,male,neet,A,155,84,doctor,33,no
34,third,programmer,B,153,97,senior high,56,no
94,male,singer,O,186,58,master,1900,no
68,female,salesman,AB,174,50,university,40,no
99,third,singer,A,162,77,doctor,670,no
27,female,chef,B,171,38,university,41,yes
53,male,student,AB,143,36,primary,40,no
98,male,teacher,B,151,85,master,300,no
46,third,teacher,B,167,93,master,24,no
2,male,programmer,AB,180,48,university,9800,no
20,third,engineer,A,140,55,junior high,99,no
61,female,student,B,140,71,junior high,210,no
36,female,neet,AB,158,41,doctor,620,no
89,male,salesman,AB,189,59,university,300,no
99,male,salesman,A,145,36,doctor,3900,no
6,female,scientest,AB,164,80,primary,350,no
10,male,engineer,AB,183,40,senior high,83,yes
9,third,chef,B,141,70,junior high,3,no
18,third,engineer,A,179,43,junior high,7900,no
93,male,student,AB,172,83,primary,3100,no
58,male,singer,AB,192,59,senior high,9600,no
32,male,student,B,173,64,senior high,8900,no
53,male,neet,B,185,64,junior high,380,no
65,male,student,A,192,93,primary,1,no
87,male,engineer,A,193,54,primary,69,no
92,male,chef,A,171,43,doctor,9900,no
2,female,programmer,O,192,90,master,7,no
13,third,neet,A,197,46,primary,8000,no
13,female,chef,AB,180,83,primary,710,no
54,female,neet,B,182,36,senior high,300,no
21,male,engineer,AB,163,87,junior high,4900,no
19,female,scientest,B,194,87,doctor,56,no
62,male,scientest,B,163,58,master,45,no
2,third,scientest,A,175,57,master,730,no
83,female,salesman,O,184,58,master,4700,no
33,third,scientest,O,161,83,doctor,200,yes
20,female,singer,A,178,66,master,3100,no
56,male,salesman,B,153,77,university,500,no
0,third,chef,B,163,91,senior high,50,no
73,male,singer,AB,166,54,university,100,no
28,male,salesman,AB,164,43,university,31,no
18,male,salesman,B,151,56,senior high,6000,no
38,female,teacher,B,198,50,doctor,1600,no
90,female,teacher,O,173,83,primary,1000,no
7,male,teacher,O,162,89,master,100,no
6,female,neet,O,180,80,master,1000,no
41,third,student,B,150,96,master,490,no
90,female,teacher,A,145,56,university,6,no
3,female,scientest,O,152,78,senior high,900,no
5,third,programmer,AB,193,72,senior high,4000,no
95,male,neet,AB,193,72,junior high,68,no
44,male,singer,A,161,62,doctor,86,no
25,third,neet,AB,164,70,senior high,85,no
93,third,singer,AB,176,95,university,97,no
12,third,neet,AB,184,58,doctor,520,no
68,female,singer,O,178,41,junior high,830,no
9,female,salesman,A,197,51,university,2800,no
22,male,scientest,A,167,40,master,2200,yes
9,female,programmer,AB,175,62,doctor,250,no
19,third,neet,AB,155,65,doctor,94,no
89,female,programmer,B,164,54,senior high,69,no
79,third,programmer,O,147,92,master,930,no
54,female,scientest,O,181,83,primary,490,no
10,female,singer,O,168,59,master,6100,no
41,third,engineer,O,177,43,university,5300,no
87,male,scientest,B,179,60,master,6100,no
31,male,neet,AB,187,53,junior high,570,no
71,male,singer,O,176,68,university,870,no
66,male,chef,O,154,86,senior high,87,no
34,male,singer,AB,196,45,master,140,no
13,female,singer,A,192,41,primary,5600,yes
53,male,teacher,AB,176,62,senior high,27,no
33,third,programmer,A,170,84,university,180,no
61,female,scientest,AB,153,54,master,9700,no
96,male,chef,AB,158,69,primary,2100,no
98,third,neet,B,190,49,master,1300,no
38,male,scientest,B,159,80,junior high,20,no
71,third,programmer,O,181,98,doctor,10,no
60,male,scientest,O,176,85,primary,7700,no
93,third,student,B,141,51,doctor,530,no
17,third,neet,O,184,74,doctor,11,yes
96,third,teacher,A,145,37,master,5400,no
50,third,neet,O,144,78,doctor,5500,no
34,male,programmer,A,142,44,junior high,1,no
53,female,scientest,A,167,42,primary,9200,no
66,third,singer,B,193,54,university,700,no
65,female,programmer,O,159,37,doctor,6400,no
15,third,salesman,B,194,66,university,800,no
56,female,student,AB,160,73,university,14,no
25,female,scientest,A,149,49,master,6600,yes
16,third,programmer,AB,157,35,university,50,no
25,male,student,B,180,53,junior high,48,no
44,third,scientest,AB,166,88,senior high,2700,no
44,female,salesman,A,147,91,master,670,no
60,male,engineer,A,176,37,senior high,6200,no
98,male,neet,O,192,58,university,88,no
63,male,engineer,AB,172,41,doctor,640,no
29,male,chef,AB,183,43,master,50,yes
61,female,programmer,B,140,85,master,2800,no
74,third,singer,AB,178,98,junior high,20,no
9,third,salesman,A,160,38,senior high,580,no
99,third,student,A,180,66,primary,90,no
41,third,chef,B,178,50,master,780,yes
59,third,engineer,A,151,57,university,70,no
69,third,student,B,157,37,master,500,no
26,third,scientest,AB,160,80,senior high,7300,no
26,female,student,B,162,80,doctor,22,no
89,female,programmer,B,173,37,primary,8400,no
0,third,chef,O,148,46,junior high,340,no
79,male,chef,B,150,66,senior high,5900,no
73,third,scientest,O,182,78,primary,23,no
12,male,programmer,A,186,92,university,23,no
58,female,engineer,O,190,93,master,100,no
61,third,teacher,AB,157,47,master,330,no
59,third,student,O,171,44,junior high,7300,no
66,third,teacher,AB,198,59,university,62,no
49,male,salesman,B,165,92,junior high,78,no
6,third,engineer,AB,146,38,senior high,450,no
11,male,neet,AB,183,78,senior high,98,no
99,female,engineer,O,181,88,master,240,no
82,male,chef,O,184,99,university,4400,no
56,third,teacher,AB,195,69,junior high,55,no
59,third,singer,A,181,39,senior high,40,no
30,male,teacher,A,147,67,junior high,530,no
82,female,neet,AB,180,51,university,590,no
18,female,engineer,B,177,36,university,7800,no
84,female,engineer,B,142,60,university,650,no
98,third,engineer,AB,189,71,university,8400,no
1,female,student,AB,180,42,master,1300,no
73,male,programmer,A,177,49,senior high,230,no
47,third,teacher,B,174,75,senior high,9800,no
58,third,chef,B,170,78,master,43,no
56,female,singer,O,198,36,university,4100,no
64,female,teacher,B,141,56,primary,48,no
94,third,student,A,155,86,doctor,690,no
14,male,salesman,AB,163,56,primary,580,no
29,male,chef,AB,178,36,university,6100,yes
9,female,singer,O,146,86,doctor,920,no
49,male,salesman,A,145,77,university,300,no
32,third,engineer,AB,156,70,master,8000,yes
88,male,programmer,A,191,76,senior high,30,no
20,female,singer,AB,195,74,junior high,680,no
22,third,engineer,AB,155,85,doctor,32,yes
4,male,chef,O,150,71,master,6000,no
9,third,student,A,165,87,senior high,2600,no
34,third,teacher,A,144,80,senior high,4500,no
92,female,student,AB,143,88,junior high,230,no
28,female,scientest,O,182,44,senior high,2100,yes
27,female,scientest,O,149,78,university,460,yes
23,third,scientest,O,171,36,primary,84,yes
14,male,programmer,A,157,38,senior high,940,no
20,male,singer,A,146,93,master,36,no
34,female,singer,AB,173,44,university,10,no
62,male,programmer,O,168,64,senior high,1100,no
48,third,singer,AB,153,77,senior high,28,no
82,male,chef,A,174,55,university,37,no
39,female,programmer,A,153,92,junior high,10000,no
87,female,scientest,A,196,92,senior high,150,no
74,female,engineer,B,140,88,doctor,6800,no
18,female,engineer,B,158,83,junior high,19,no
41,male,scientest,B,146,90,primary,930,no
94,third,engineer,AB,158,57,doctor,920,no
88,male,scientest,A,191,62,primary,51,no
51,female,scientest,B,143,51,master,15,no
91,male,scientest,A,185,91,junior high,67,no
21,female,neet,AB,167,61,senior high,8300,no
51,third,teacher,O,149,81,university,240,no
67,female,singer,A,189,83,senior high,3700,no
41,third,scientest,A,153,98,university,40,no
82,male,student,B,168,56,senior high,21,no
37,male,student,A,157,71,junior high,3000,no
8,female,engineer,O,188,93,primary,660,no
82,male,neet,A,180,49,primary,800,no
83,female,student,AB,192,93,primary,8000,no
49,female,programmer,AB,192,43,senior high,400,no
87,female,scientest,AB,179,52,master,7000,no
6,third,teacher,O,176,83,senior high,210,no
82,third,scientest,AB,174,65,junior high,6,no
49,female,engineer,AB,142,61,university,4900,no
69,female,chef,AB,153,45,junior high,72,no
17,female,singer,O,199,94,junior high,420,yes
84,male,scientest,AB,199,99,doctor,910,no
41,male,singer,AB,151,68,doctor,5800,no
74,third,salesman,O,151,40,doctor,990,no
33,third,student,B,169,57,master,7000,no
46,third,scientest,O,159,70,primary,83,no
63,female,neet,A,150,52,junior high,21,no
78,third,scientest,A,148,96,junior high,600,no
49,male,singer,O,187,97,primary,840,no
20,female,chef,AB,144,59,doctor,4800,yes
48,male,singer,AB,177,59,senior high,8800,no
25,third,engineer,A,140,99,junior high,7,no
91,third,neet,A,157,59,junior high,43,no
94,male,singer,A,178,77,primary,46,no
47,male,chef,B,141,54,senior high,86,yes
14,third,teacher,O,166,80,doctor,5700,no
47,third,singer,B,174,39,doctor,24,no
33,male,neet,B,172,75,junior high,27,no
25,third,singer,B,183,55,primary,7800,no
2,male,chef,A,177,63,primary,10,no
41,male,engineer,O,178,89,master,66,yes
3,female,engineer,B,142,98,senior high,5600,no
37,male,chef,A,162,62,junior high,5800,yes
19,male,teacher,B,195,68,doctor,51,no
97,female,scientest,AB,172,94,senior high,940,no
14,male,singer,O,179,42,university,520,no
47,female,chef,A,188,71,primary,4300,yes
99,female,teacher,B,155,93,doctor,91,no
6,female,neet,O,192,35,junior high,850,no
43,male,programmer,A,194,51,junior high,53,no
4,male,chef,A,169,89,doctor,1800,no
12,third,scientest,AB,161,92,junior high,590,no
62,third,singer,O,181,35,primary,7200,no
64,male,student,A,148,61,primary,700,no
36,male,scientest,A,190,58,university,65,no
62,third,engineer,B,197,40,primary,160,no
91,male,neet,AB,143,99,primary,12,no
23,female,student,B,179,89,primary,6100,no
13,third,salesman,A,147,73,doctor,97,no
13,third,neet,B,186,42,junior high,8700,no
22,female,engineer,O,185,90,doctor,3200,yes
90,male,engineer,A,180,89,senior high,800,no
93,male,teacher,AB,162,53,junior high,6300,no
66,female,salesman,O,195,79,master,8300,no
60,third,neet,AB,180,51,primary,61,no
77,third,neet,AB,185,65,junior high,1200,no
64,third,salesman,O,188,71,university,100,no
17,third,salesman,A,191,59,senior high,7600,no
55,male,neet,A,151,88,university,230,no
61,male,programmer,B,142,99,junior high,9500,no
44,third,teacher,AB,194,91,master,8300,no
12,female,scientest,O,140,50,master,7900,no
92,female,programmer,O,144,67,primary,670,no
27,third,chef,O,181,63,junior high,840,yes
17,male,student,AB,144,35,primary,5400,no
98,third,student,O,171,87,senior high,2200,no
1,male,singer,B,141,39,university,940,no
60,female,programmer,AB,148,96,doctor,440,no
18,female,chef,AB,171,83,master,2700,yes
75,female,scientest,AB,172,37,primary,970,no
4,male,student,O,194,93,university,2600,no
67,female,programmer,AB,184,48,junior high,31,no
4,third,student,A,195,50,doctor,85,no
83,third,student,A,152,42,senior high,320,no
34,third,singer,B,180,69,junior high,330,no
58,third,chef,AB,175,85,senior high,650,no
90,male,singer,AB,170,53,senior high,4200,no
16,male,student,A,179,60,junior high,8200,no
80,male,chef,A,174,64,doctor,6700,no
52,third,chef,O,172,79,master,830,no
56,female,neet,AB,165,74,doctor,31,no
3,third,chef,O,199,89,junior high,62,no
87,male,neet,AB,146,41,junior high,9200,no
66,female,teacher,B,178,97,university,72,no
49,third,singer,B,190,39,doctor,6,no
27,male,neet,B,189,83,junior high,58,no
3,third,engineer,O,166,71,senior high,750,no
40,third,programmer,AB,178,70,university,77,no
2,third,teacher,O,162,37,primary,42,no
24,female,singer,B,168,55,university,240,no
52,female,scientest,O,180,63,junior high,190,no
37,male,salesman,A,161,98,university,1000,no
73,male,programmer,B,170,53,master,410,no
81,third,chef,O,155,43,senior high,980,no
4,male,neet,O,166,71,doctor,80,no
73,male,engineer,O,178,57,junior high,81,no
16,female,chef,A,181,73,senior high,500,no
83,male,neet,A,196,99,junior high,1,no
6,female,singer,AB,171,65,junior high,69,no
84,third,scientest,A,151,87,master,44,no
46,female,programmer,B,159,67,primary,6300,no
42,male,engineer,A,161,66,primary,970,no
91,third,programmer,AB,191,61,junior high,210,no
79,third,chef,AB,168,91,university,140,no
16,third,programmer,B,195,57,junior high,550,no
12,third,salesman,B,149,74,doctor,320,no
30,male,teacher,O,198,43,senior high,73,yes
78,female,programmer,O,167,83,senior high,650,no
65,male,student,O,143,85,doctor,180,no
24,male,salesman,O,164,60,senior high,120,yes
81,female,engineer,A,178,50,primary,63,no
54,third,singer,AB,147,64,primary,750,no
57,female,teacher,AB,196,60,junior high,140,no
68,male,student,O,167,62,senior high,3600,no
78,third,programmer,AB,155,97,junior high,51,no
64,female,engineer,B,155,78,junior high,62,no
97,female,salesman,A,171,67,senior high,48,no
7,third,student,A,164,93,doctor,3,no
0,female,salesman,O,189,36,primary,4400,no
95,female,engineer,A,187,56,university,620,no
19,male,scientest,O,180,47,junior high,30,yes
0,male,student,A,153,49,senior high,85,no
11,female,programmer,AB,177,99,junior high,740,no
46,male,singer,B,166,85,senior high,7000,no
16,female,chef,A,181,77,master,92,no
87,male,singer,O,181,99,university,1400,no
33,female,programmer,O,163,47,junior high,34,yes
61,male,neet,A,163,74,senior high,680,no
73,third,salesman,A,148,93,senior high,10,no
3,female,singer,A,176,97,junior high,800,no
35,female,teacher,AB,167,40,university,450,no
5,male,programmer,B,154,57,senior high,87,no
79,male,teacher,O,188,86,primary,2000,no
67,third,student,B,172,50,senior high,95,no
59,female,singer,B,196,47,junior high,90,no
49,third,engineer,AB,192,82,university,59,no
61,female,chef,AB,157,99,primary,39,no
34,third,engineer,AB,151,79,master,6,yes
17,female,engineer,O,199,50,university,710,yes
32,male,programmer,O,182,68,junior high,900,yes
59,female,neet,AB,156,94,master,98,no
64,third,singer,B,190,41,senior high,9,no
63,third,chef,AB,179,69,primary,400,no
37,female,neet,A,183,35,doctor,180,no
77,male,chef,A,179,92,junior high,5,no
74,female,neet,AB,171,63,junior high,10,no
26,female,neet,O,177,85,senior high,350,yes
36,female,programmer,A,191,61,primary,350,no
36,female,teacher,O,187,56,master,5300,yes
97,male,neet,B,199,92,master,5900,no
12,male,salesman,A,154,98,junior high,4300,no
56,female,teacher,B,186,55,doctor,58,no
33,female,scientest,A,145,45,senior high,290,no
53,female,student,B,197,90,doctor,2700,no
56,male,teacher,O,169,71,doctor,9300,no
52,female,chef,A,171,45,university,1900,no
2,female,neet,AB,157,65,primary,970,no
90,male,programmer,O,160,60,doctor,850,no
52,male,singer,AB,173,71,doctor,70,no
72,female,student,AB,154,84,junior high,9200,no
84,female,scientest,A,140,56,primary,500,no
36,third,scientest,A,181,35,junior high,230,no
59,third,programmer,A,192,90,senior high,16,no
13,third,singer,O,198,54,senior high,230,no
91,male,teacher,O,167,82,doctor,52,no
75,female,teacher,O,193,63,primary,9800,no
8,third,salesman,A,162,54,primary,8600,no
32,female,salesman,O,194,47,senior high,1300,yes
29,third,chef,A,156,81,doctor,2400,yes
43,male,teacher,A,152,59,master,1000,no
77,third,engineer,B,158,36,university,510,no
9,male,salesman,A,192,59,doctor,8400,no
44,male,singer,A,192,55,university,1,no
51,third,teacher,A,157,67,doctor,2500,no
21,third,scientest,A,163,68,doctor,21,no
77,female,scientest,A,196,68,university,750,no
61,third,teacher,A,185,61,master,9200,no
98,third,teacher,A,157,69,senior high,6900,no
76,third,scientest,A,149,40,doctor,500,no
17,male,scientest,A,145,72,university,170,no
59,male,teacher,O,198,62,doctor,610,no
59,male,engineer,O,196,73,doctor,35,no
56,third,chef,AB,192,80,master,25,no
56,male,neet,A,176,95,master,7800,no
48,third,programmer,AB,197,63,junior high,10,no
0,female,chef,O,197,37,doctor,31,no
74,male,neet,AB,153,70,junior high,470,no
88,third,chef,B,151,45,senior high,28,no
14,male,neet,A,142,71,doctor,8300,no
29,third,salesman,B,196,87,university,5600,no
65,third,programmer,A,170,35,junior high,700,no
61,third,engineer,B,195,57,primary,800,no
15,male,student,AB,146,73,junior high,720,no
2,male,scientest,A,199,66,doctor,100,no
53,male,salesman,B,147,57,doctor,280,no
13,male,salesman,O,154,86,master,87,no
4,third,scientest,B,187,94,junior high,36,no
85,male,engineer,O,194,76,primary,64,no
91,male,scientest,O,171,81,university,21,no
85,male,chef,A,187,56,master,97,no
72,female,scientest,A,162,37,junior high,49,no
98,female,programmer,O,178,79,junior high,37,no
0,male,programmer,AB,174,72,master,6800,no
1,third,scientest,O,192,79,junior high,330,no
27,female,teacher,AB,189,88,junior high,95,no
3,third,programmer,O,185,51,doctor,99,no
29,female,singer,B,191,69,primary,94,no
2,third,engineer,A,157,70,primary,65,no
0,third,engineer,AB,184,60,master,2400,no
10,third,engineer,B,151,66,senior high,820,no
39,third,student,O,171,68,university,4900,yes
27,third,neet,AB,143,45,doctor,34,no
94,female,engineer,B,161,49,doctor,74,no
62,third,chef,AB,153,63,master,2600,no
49,male,salesman,A,184,52,junior high,1600,no
51,male,engineer,A,152,94,master,900,no
87,female,programmer,B,194,81,university,75,no
17,male,chef,O,140,79,doctor,6900,yes
8,third,student,AB,172,49,master,7200,no
97,female,salesman,A,190,68,master,87,no
65,female,programmer,AB,198,43,doctor,660,no
74,female,teacher,B,166,58,junior high,1900,no
99,third,neet,B,173,56,senior high,87,no
13,third,programmer,AB,170,85,master,1000,no
84,female,scientest,O,155,43,junior high,41,no
84,third,singer,A,162,45,master,1400,no
64,male,chef,AB,195,65,master,14,no
88,third,scientest,AB,166,83,master,1200,no
56,male,teacher,AB,149,37,university,360,no
16,third,student,B,143,50,doctor,93,no
59,male,salesman,B,157,94,university,700,no
16,male,chef,A,177,79,master,520,no
49,third,salesman,O,191,75,university,6900,no
0,third,student,A,158,35,doctor,46,no
14,female,engineer,O,164,40,master,80,yes
76,male,teacher,A,192,63,primary,86,no
78,third,scientest,AB,180,64,junior high,860,no
28,male,salesman,AB,195,98,junior high,1800,no
90,male,singer,B,177,95,senior high,7,no
65,female,salesman,B,190,35,doctor,79,no
38,third,teacher,A,147,73,junior high,920,no
33,male,scientest,A,140,59,master,950,yes
73,third,neet,AB,167,91,junior high,800,no
6,female,teacher,B,147,39,junior high,300,no
55,female,singer,A,167,51,master,660,no
88,third,neet,A,183,52,doctor,47,no
10,female,chef,AB,161,82,primary,8,no
99,male,teacher,AB,190,75,junior high,4000,no
21,female,chef,O,195,97,primary,7500,yes
58,male,salesman,O,147,66,university,270,no
48,third,student,B,161,55,primary,9100,no
52,third,student,A,142,55,doctor,4900,no
7,third,salesman,AB,188,49,university,500,no
52,female,programmer,AB,162,73,doctor,72,no
40,third,student,B,198,38,junior high,4600,no
15,male,programmer,O,169,70,university,160,no
84,male,teacher,AB,184,67,master,100,no
48,female,salesman,O,195,89,master,440,no
10,female,neet,B,189,93,university,4900,no
20,third,programmer,O,188,69,master,66,yes
69,third,student,O,175,74,university,88,no
32,male,engineer,AB,183,96,junior high,6200,no
97,female,neet,A,145,48,master,84,no
91,male,student,A,150,43,junior high,62,no
40,female,chef,AB,141,56,senior high,500,yes
52,male,singer,A,151,99,junior high,15,no
64,male,salesman,A,193,37,master,3800,no
36,third,singer,B,183,38,senior high,940,no
80,third,singer,AB,199,37,university,67,no
85,third,programmer,A,188,78,doctor,750,no
26,male,engineer,AB,196,70,master,240,yes
17,male,neet,A,174,88,senior high,90,no
58,female,chef,AB,146,45,master,19,no
89,third,student,A,195,68,doctor,59,no
45,male,singer,B,157,75,master,4400,no
79,female,programmer,AB,169,79,senior high,8200,no
29,male,teacher,B,170,92,primary,2300,no
55,third,teacher,O,197,81,doctor,520,no
46,female,teacher,O,169,59,doctor,9800,no
8,female,neet,B,148,43,senior high,6900,no
33,male,programmer,B,172,67,primary,4400,no
89,male,teacher,B,188,47,primary,680,no
52,male,neet,AB,155,55,master,88,no
16,third,scientest,AB,153,96,university,14,no
44,male,engineer,O,197,95,junior high,790,no
39,female,student,A,174,65,university,8300,no
36,male,programmer,O,151,50,doctor,690,yes
59,male,neet,O,171,40,doctor,90,no
64,female,singer,A,164,42,senior high,600,no
20,female,salesman,A,171,85,doctor,580,no
19,female,singer,B,175,35,doctor,68,no
36,female,salesman,B,155,70,university,46,no
18,male,scientest,O,142,83,master,450,yes
47,male,salesman,O,163,58,primary,460,no
38,female,engineer,B,147,78,doctor,70,yes
27,male,scientest,O,168,70,master,21,yes
52,male,student,AB,141,47,senior high,490,no
84,third,chef,A,140,81,junior high,240,no
37,third,teacher,O,142,82,senior high,75,yes
62,third,singer,B,173,70,university,98,no
87,male,chef,AB,189,72,primary,50,no
61,third,student,A,153,78,senior high,1,no
87,male,chef,AB,172,41,doctor,44,no
16,third,singer,A,176,76,primary,5100,no
17,third,singer,A,199,86,junior high,200,no
93,third,singer,O,198,97,university,42,no
75,male,scientest,B,142,64,junior high,52,no
68,third,chef,A,193,35,primary,400,no
23,male,scientest,B,177,88,university,2100,no
87,third,singer,A,195,69,doctor,230,no
45,male,teacher,AB,154,36,senior high,29,no
6,third,scientest,B,157,37,junior high,3000,no
7,third,chef,B,194,87,doctor,7400,no
78,female,salesman,A,164,92,senior high,42,no
4,male,student,AB,173,87,primary,66,no
96,third,chef,A,181,99,junior high,49,no
84,female,teacher,A,184,97,master,90,no
63,female,scientest,B,156,62,university,2,no
22,male,programmer,B,173,47,primary,560,no
24,male,student,B,140,92,primary,20,no
10,third,salesman,A,146,71,primary,660,no
93,female,teacher,AB,173,73,junior high,9000,no
50,male,teacher,O,154,41,senior high,1100,no
93,third,teacher,O,189,76,doctor,490,no
27,male,engineer,AB,198,62,junior high,9100,no
1,third,neet,O,159,66,senior high,78,no
82,female,engineer,A,172,72,doctor,21,no
23,third,teacher,B,168,84,junior high,250,no
89,male,singer,B,189,57,senior high,74,no
9,male,scientest,A,157,47,master,9600,yes
2,female,neet,AB,155,53,primary,3400,no
22,female,neet,A,171,88,university,610,no
26,female,salesman,O,192,42,senior high,2400,yes
31,male,chef,A,160,77,junior high,7700,yes
11,male,salesman,A,197,91,junior high,33,no
70,third,chef,AB,178,48,primary,48,no
31,female,teacher,O,148,84,doctor,9900,yes
20,third,engineer,B,140,80,senior high,64,no
80,third,engineer,O,143,53,senior high,90,no
71,third,programmer,O,150,87,junior high,1400,no
25,third,programmer,B,149,57,doctor,5200,yes
7,male,programmer,B,185,82,junior high,9800,no
72,female,neet,O,159,57,primary,27,no
50,third,singer,O,177,38,junior high,1300,no
27,third,programmer,A,146,91,master,450,yes
89,female,engineer,O,193,37,senior high,5200,no
74,female,chef,AB,170,95,primary,790,no
29,female,scientest,O,141,39,primary,1900,yes
90,third,scientest,O,197,68,primary,230,no
1,third,engineer,B,170,81,primary,700,no
51,third,singer,AB,154,62,senior high,730,no
23,female,programmer,O,152,85,master,2400,yes
39,female,salesman,AB,143,38,master,2900,no
39,third,engineer,AB,182,85,master,52,yes
33,third,singer,A,168,68,doctor,1100,no
93,male,teacher,O,148,44,university,4700,no
69,female,chef,O,148,83,master,41,no
24,female,scientest,O,180,50,senior high,240,yes
22,female,singer,AB,153,47,junior high,9600,no
3,female,programmer,AB,155,48,junior high,84,no
76,third,programmer,O,148,99,senior high,38,no
59,male,singer,O,161,48,junior high,440,no
33,male,chef,AB,186,41,primary,540,yes
52,female,engineer,AB,164,40,primary,8,no
16,third,programmer,A,143,82,master,360,no
46,third,neet,O,164,41,primary,390,no
30,male,scientest,B,181,80,senior high,17,no
19,male,neet,B,157,37,senior high,7,no
83,third,scientest,A,146,74,university,29,no
88,third,programmer,B,154,45,junior high,4400,no
93,female,engineer,B,164,60,junior high,73,no
16,male,student,AB,153,92,master,6200,no
41,female,chef,A,192,63,university,5000,yes
57,female,scientest,B,154,86,junior high,98,no
76,female,engineer,O,199,71,master,11,no
25,male,chef,O,193,41,master,99,yes
88,third,programmer,AB,145,48,senior high,1100,no
98,third,singer,AB,163,80,master,9400,no
59,third,salesman,A,176,83,university,8000,no
25,male,scientest,O,140,69,junior high,390,yes
34,female,student,B,161,62,doctor,500,no
12,third,singer,AB,174,83,university,44,no
26,third,student,AB,157,65,master,2300,no
81,third,scientest,B,167,39,senior high,640,no
64,male,neet,B,142,77,senior high,930,no
87,female,salesman,AB,199,93,doctor,88,no
58,female,singer,AB,146,65,senior high,88,no
52,female,teacher,O,153,71,university,160,no
12,male,teacher,B,174,65,university,7400,no
58,female,neet,A,150,88,university,7000,no
80,male,student,A,140,89,junior high,770,no
68,female,scientest,B,141,94,primary,2400,no
99,female,programmer,AB,142,49,university,21,no
69,third,scientest,A,192,83,university,48,no
75,female,scientest,O,188,87,junior high,170,no
82,male,teacher,AB,174,74,senior high,8100,no
24,female,programmer,AB,155,46,master,56,yes
88,male,student,B,154,75,primary,220,no
48,third,scientest,AB,190,99,doctor,75,yes
76,male,chef,AB,155,84,senior high,530,no
59,male,singer,B,168,45,master,24,no
0,male,programmer,O,161,82,master,79,no
56,female,salesman,AB,158,47,master,10000,no
68,male,salesman,AB,178,66,master,690,no
46,male,singer,O,151,56,primary,59,no
55,male,scientest,B,167,56,doctor,5,no
70,third,programmer,A,178,69,junior high,70,no
33,male,programmer,A,167,96,primary,280,no
82,female,neet,O,173,35,junior high,840,no
97,male,neet,AB,174,87,primary,47,no
91,female,chef,A,145,50,university,750,no
48,female,neet,B,184,47,master,4200,no
54,third,singer,AB,168,93,senior high,220,no
5,female,scientest,A,161,38,senior high,41,no
91,third,neet,O,167,81,primary,9200,no
14,third,engineer,B,152,90,university,320,no
99,female,student,O,198,61,doctor,8700,no
64,male,student,A,159,60,primary,680,no
8,third,singer,A,190,58,master,660,no
34,female,salesman,AB,160,79,primary,54,no
61,female,singer,A,168,52,primary,7000,no
42,third,student,A,190,93,primary,3000,no
62,male,programmer,AB,153,61,university,460,no
23,female,scientest,B,165,78,master,940,yes
63,female,teacher,A,181,95,doctor,80,no
77,female,salesman,AB,175,73,master,770,no
1,female,neet,B,152,54,junior high,9500,no
41,female,programmer,O,179,50,master,340,yes
82,male,engineer,A,167,46,master,1300,no
24,female,chef,A,140,68,primary,500,yes
97,third,student,AB,183,56,primary,6000,no
79,third,programmer,B,151,56,senior high,30,no
35,third,salesman,O,175,76,doctor,260,yes
75,third,neet,B,151,44,doctor,300,no
9,third,student,A,178,85,junior high,650,no
38,male,scientest,B,184,66,primary,7400,no
35,female,salesman,B,151,52,junior high,6200,no
97,third,chef,A,161,76,university,2000,no
35,male,student,O,171,35,master,64,yes
72,female,engineer,A,198,38,senior high,3600,no
3,third,singer,AB,198,48,master,7800,no
82,male,chef,AB,168,45,master,6200,no
80,third,student,AB,166,73,university,3100,no
97,third,teacher,O,177,89,master,290,no
37,female,engineer,O,143,40,master,3700,yes
44,female,scientest,A,186,59,doctor,800,yes
69,female,neet,A,192,64,university,5200,no
11,female,student,B,187,96,master,2200,no
47,third,scientest,AB,157,38,university,2300,no
