Gender,Occupations,Blood group,Weight,Education,Choosed
male,scientest,AB,38,doctor,yes
female,programmer,AB,35,university,no
third,singer,A,44,university,no
male,programmer,A,71,university,no
female,student,AB,67,master,no
male,chef,A,75,senior high,yes
third,engineer,A,85,primary,no
third,neet,O,49,senior high,no
third,student,O,66,senior high,no
male,engineer,O,35,senior high,no
third,salesman,AB,81,junior high,no
female,chef,B,62,university,no
female,neet,AB,54,junior high,no
female,scientest,A,53,university,no
third,chef,B,43,doctor,yes
female,student,O,42,senior high,no
female,singer,B,42,university,no
male,scientest,AB,74,primary,no
male,singer,A,36,university,no
female,engineer,B,40,senior high,yes
male,singer,O,76,doctor,yes
male,neet,A,85,primary,no
third,engineer,B,40,master,no
third,programmer,B,86,doctor,no
female,student,B,48,master,no
third,scientest,AB,99,university,no
male,student,O,81,junior high,no
male,engineer,O,72,primary,no
third,student,A,38,university,no
female,neet,O,67,primary,yes
female,chef,AB,72,doctor,yes
female,neet,B,46,university,no
male,scientest,B,49,primary,no
female,teacher,AB,81,master,no
third,salesman,O,72,doctor,no
third,student,A,38,senior high,no
male,chef,O,87,primary,no
male,chef,AB,63,primary,no
male,student,AB,53,senior high,no
male,student,AB,95,senior high,no
male,programmer,AB,56,doctor,no
male,programmer,B,56,junior high,no
female,engineer,AB,80,junior high,no
female,singer,B,58,master,no
female,scientest,AB,48,primary,no
male,singer,AB,67,doctor,no
male,student,AB,93,university,no
third,engineer,A,65,doctor,no
third,teacher,AB,57,master,no
third,student,A,45,university,no
third,student,B,84,senior high,no
male,engineer,AB,66,master,yes
female,salesman,B,39,primary,yes
male,programmer,A,93,master,no
third,teacher,A,53,junior high,no
female,teacher,B,88,senior high,no
third,teacher,AB,68,master,no
third,engineer,AB,99,master,no
female,student,O,35,junior high,no
female,scientest,A,89,university,no
third,engineer,B,42,university,no
third,singer,B,64,doctor,no
female,salesman,A,53,senior high,no
male,chef,A,39,doctor,no
third,chef,AB,73,senior high,yes
male,programmer,AB,46,primary,no
male,chef,AB,59,master,yes
female,student,O,81,master,no
male,salesman,O,44,doctor,no
female,engineer,A,42,primary,no
female,teacher,B,52,university,no
third,scientest,B,36,junior high,no
male,teacher,B,77,senior high,no
female,singer,O,85,senior high,yes
female,singer,B,98,university,no
male,scientest,AB,46,university,no
male,singer,AB,37,primary,no
male,programmer,B,67,senior high,no
female,neet,AB,36,junior high,no
female,salesman,AB,60,senior high,no
female,neet,B,60,junior high,no
male,salesman,AB,65,doctor,no
third,chef,O,77,university,no
female,student,O,98,doctor,no
female,scientest,AB,96,senior high,no
third,neet,AB,56,junior high,no
male,chef,A,98,primary,no
third,engineer,A,49,junior high,no
male,neet,A,77,senior high,no
female,engineer,B,86,doctor,no
female,student,O,59,doctor,no
male,neet,B,39,master,no
male,student,A,42,senior high,no
female,chef,A,46,doctor,no
male,salesman,O,89,master,no
third,programmer,B,68,junior high,no
male,student,B,96,junior high,no
female,salesman,B,59,senior high,no
female,singer,AB,36,primary,no
third,singer,A,36,junior high,no
female,singer,AB,96,junior high,no
male,singer,AB,45,master,no
male,salesman,AB,75,senior high,no
third,teacher,A,56,doctor,no
male,neet,A,37,doctor,yes
female,neet,O,86,senior high,no
third,engineer,B,77,master,yes
female,programmer,O,54,doctor,no
male,programmer,AB,43,senior high,no
female,chef,AB,78,senior high,no
female,programmer,AB,81,university,no
third,student,AB,39,primary,no
female,chef,O,88,university,no
male,programmer,AB,87,senior high,no
female,neet,B,62,doctor,no
male,engineer,AB,85,senior high,no
male,engineer,O,54,primary,yes
male,programmer,B,76,primary,no
female,salesman,B,80,junior high,no
male,singer,B,91,master,no
third,salesman,O,45,master,no
male,student,AB,58,master,no
female,singer,A,83,junior high,no
female,singer,O,78,junior high,yes
third,engineer,B,74,junior high,no
male,neet,AB,92,primary,no
male,student,AB,60,senior high,no
third,scientest,A,56,university,no
female,neet,A,97,senior high,no
female,salesman,AB,36,master,no
male,student,O,41,university,no
female,neet,B,87,junior high,no
third,programmer,O,63,university,no
third,programmer,O,79,master,yes
third,chef,A,84,doctor,yes
female,salesman,AB,44,doctor,yes
male,programmer,A,67,junior high,no
third,engineer,B,35,doctor,yes
female,teacher,O,89,junior high,yes
third,salesman,B,50,senior high,no
third,engineer,AB,82,senior high,no
female,salesman,B,41,primary,yes
female,programmer,AB,94,senior high,no
third,salesman,A,85,senior high,no
male,scientest,O,75,doctor,no
male,programmer,O,85,master,no
third,student,A,49,master,no
female,salesman,B,38,doctor,no
female,singer,A,38,university,no
third,scientest,AB,54,university,no
male,singer,B,94,university,no
female,engineer,AB,43,doctor,yes
female,salesman,AB,51,junior high,no
male,salesman,AB,67,university,no
male,neet,AB,55,senior high,no
female,scientest,AB,73,senior high,no
male,chef,AB,78,university,yes
male,student,B,92,doctor,no
male,teacher,B,67,junior high,no
female,teacher,A,61,doctor,no
male,teacher,AB,65,primary,no
male,teacher,B,47,senior high,no
female,engineer,A,41,master,yes
third,scientest,B,72,primary,no
male,scientest,B,83,doctor,no
female,teacher,AB,38,university,no
female,student,B,92,junior high,no
female,neet,A,41,senior high,no
third,scientest,AB,48,junior high,no
male,salesman,AB,78,primary,no
male,salesman,A,50,doctor,no
female,engineer,B,89,master,no
male,salesman,B,59,doctor,no
female,neet,B,52,primary,no
male,programmer,A,78,university,no
male,student,O,69,junior high,yes
third,singer,AB,45,primary,no
male,teacher,A,76,primary,no
third,programmer,AB,74,university,no
male,scientest,AB,89,junior high,no
male,student,AB,64,university,no
male,programmer,A,67,junior high,no
female,chef,AB,78,primary,no
male,teacher,A,39,master,no
third,programmer,A,74,junior high,no
female,chef,A,72,university,no
male,chef,A,83,junior high,no
male,salesman,B,39,senior high,no
third,neet,A,79,junior high,no
third,teacher,B,99,university,no
female,singer,AB,73,university,no
male,programmer,B,47,primary,no
third,neet,O,45,primary,no
female,engineer,O,57,junior high,no
female,teacher,AB,62,senior high,no
male,neet,A,56,university,no
third,singer,O,43,primary,no
female,scientest,AB,46,doctor,yes
female,scientest,AB,89,university,no
male,salesman,AB,64,doctor,no
male,engineer,B,54,primary,no
third,engineer,AB,94,senior high,no
male,chef,O,61,senior high,yes
female,scientest,AB,88,master,yes
third,engineer,AB,63,master,yes
female,programmer,AB,52,university,no
female,chef,B,72,doctor,no
female,singer,B,78,university,no
third,singer,B,48,university,no
male,student,O,74,junior high,no
third,student,AB,86,primary,no
third,scientest,A,45,doctor,no
male,student,B,53,senior high,no
male,programmer,B,85,junior high,no
third,engineer,O,91,primary,no
female,teacher,B,97,university,no
third,programmer,AB,42,junior high,no
male,teacher,O,61,master,yes
third,teacher,AB,47,junior high,no
female,chef,B,89,university,yes
female,student,A,39,senior high,no
female,neet,A,87,university,no
female,teacher,O,62,primary,no
female,neet,A,89,senior high,no
female,singer,B,96,university,no
third,teacher,O,99,doctor,no
third,neet,A,79,junior high,no
female,scientest,B,97,university,no
third,singer,A,44,senior high,no
male,programmer,O,72,doctor,yes
male,teacher,B,40,master,no
third,neet,AB,79,primary,no
female,scientest,O,81,junior high,no
third,teacher,O,76,master,no
third,singer,O,92,senior high,no
female,scientest,AB,91,primary,no
female,chef,A,52,junior high,no
third,engineer,A,52,junior high,no
male,engineer,O,99,primary,no
female,student,AB,90,junior high,no
female,neet,B,74,university,no
third,neet,B,44,doctor,no
third,teacher,O,89,primary,no
male,singer,B,59,junior high,no
male,engineer,AB,98,university,no
female,programmer,O,38,junior high,yes
third,teacher,B,42,doctor,no
female,teacher,B,44,junior high,no
third,singer,A,64,primary,no
male,programmer,A,49,junior high,no
female,salesman,AB,75,master,no
male,teacher,B,58,doctor,no
female,engineer,B,52,university,no
male,singer,AB,36,university,no
male,student,B,66,primary,no
female,chef,B,41,junior high,yes
male,engineer,O,48,university,no
male,chef,B,51,junior high,yes
male,scientest,AB,90,primary,no
third,scientest,B,84,master,no
female,engineer,A,70,university,no
male,salesman,B,91,university,no
male,teacher,B,76,junior high,no
male,teacher,AB,78,university,no
third,programmer,O,91,junior high,no
female,scientest,AB,86,master,yes
third,teacher,O,58,master,yes
male,programmer,O,70,junior high,no
female,student,A,87,senior high,no
third,student,O,79,doctor,yes
third,engineer,O,60,senior high,no
third,engineer,B,75,primary,no
female,singer,O,49,senior high,no
male,programmer,A,68,university,no
third,salesman,B,59,master,no
female,neet,O,52,doctor,no
third,scientest,A,75,master,no
male,student,B,61,senior high,no
male,salesman,O,99,university,no
female,programmer,A,37,primary,no
male,salesman,B,80,junior high,no
third,neet,AB,94,senior high,no
male,student,O,63,doctor,no
third,programmer,AB,43,doctor,no
male,singer,AB,81,junior high,no
female,engineer,B,57,university,no
male,engineer,O,81,senior high,no
third,scientest,O,92,master,no
female,programmer,A,56,university,no
female,chef,A,49,junior high,yes
female,student,A,79,master,no
male,student,AB,94,senior high,no
male,engineer,B,43,junior high,no
female,student,O,37,primary,yes
female,programmer,B,57,junior high,no
female,salesman,AB,56,junior high,no
male,student,O,84,junior high,yes
female,student,B,38,master,no
female,scientest,B,85,doctor,no
female,neet,A,85,junior high,no
male,neet,B,66,primary,no
third,salesman,B,86,junior high,no
male,chef,O,55,junior high,no
male,engineer,AB,62,primary,no
female,programmer,B,46,university,no
third,scientest,B,64,junior high,no
female,teacher,AB,92,doctor,no
third,salesman,B,35,senior high,no
male,singer,AB,61,master,no
third,salesman,B,88,junior high,no
male,scientest,A,86,senior high,no
third,teacher,A,70,doctor,no
third,scientest,B,78,doctor,yes
male,engineer,AB,83,university,no
male,salesman,A,77,doctor,no
third,salesman,A,39,master,no
female,teacher,AB,83,junior high,no
male,chef,O,42,doctor,yes
female,chef,AB,67,master,no
male,neet,O,69,university,yes
female,teacher,AB,73,senior high,no
male,programmer,A,81,junior high,no
male,teacher,AB,61,senior high,no
male,student,AB,52,doctor,no
third,programmer,O,81,university,yes
third,teacher,B,41,primary,no
female,teacher,A,77,junior high,no
male,teacher,O,85,senior high,no
female,chef,O,85,primary,no
female,chef,O,82,primary,no
female,programmer,B,76,doctor,no
male,singer,AB,72,doctor,no
third,singer,A,98,junior high,no
male,scientest,O,69,primary,no
third,scientest,A,87,primary,no
male,chef,B,38,master,no
female,scientest,AB,71,university,no
third,scientest,A,42,university,no
male,engineer,AB,84,senior high,no
male,scientest,AB,93,university,no
female,neet,AB,66,master,no
male,student,AB,68,university,no
third,engineer,A,70,primary,no
third,programmer,B,49,university,no
third,singer,A,65,primary,no
male,singer,AB,43,junior high,no
female,programmer,AB,76,master,yes
female,engineer,O,79,master,yes
male,engineer,AB,79,senior high,no
male,neet,B,65,master,no
male,student,A,46,university,no
male,neet,B,89,doctor,no
female,chef,B,99,senior high,yes
third,singer,AB,85,primary,no
male,chef,A,83,university,no
female,student,B,89,master,no
female,programmer,B,81,master,no
female,programmer,A,62,senior high,no
third,teacher,B,98,senior high,no
male,engineer,B,75,university,no
third,singer,O,81,university,no
female,scientest,O,35,university,no
male,singer,O,83,university,yes
male,neet,B,36,primary,no
female,teacher,AB,78,master,no
third,student,AB,62,primary,no
female,salesman,A,91,master,no
third,chef,A,90,senior high,yes
male,teacher,AB,59,doctor,no
male,salesman,B,54,master,no
male,neet,AB,78,university,no
male,scientest,AB,81,university,no
third,salesman,O,51,primary,no
female,student,AB,42,primary,no
female,singer,A,86,university,no
female,neet,AB,73,senior high,no
third,scientest,A,86,senior high,no
male,chef,B,62,junior high,no
female,chef,O,96,university,yes
male,student,AB,95,junior high,no
third,salesman,A,83,primary,no
male,neet,O,99,junior high,no
male,neet,AB,43,senior high,no
male,teacher,B,80,doctor,no
female,student,O,90,primary,yes
male,singer,AB,43,senior high,no
male,student,B,58,primary,no
male,singer,AB,45,doctor,no
female,scientest,O,49,senior high,no
male,salesman,A,87,master,no
third,scientest,O,54,primary,no
third,engineer,A,96,doctor,no
male,neet,O,46,junior high,yes
female,neet,O,64,master,no
male,teacher,A,91,master,no
female,scientest,A,88,primary,no
third,student,O,76,senior high,no
third,singer,O,44,master,no
third,student,A,52,primary,no
third,salesman,B,71,senior high,no
female,neet,B,89,junior high,no
third,teacher,AB,80,university,no
female,singer,A,43,master,no
female,salesman,A,42,senior high,no
male,engineer,AB,55,doctor,yes
male,salesman,B,40,primary,no
female,chef,O,88,senior high,yes
female,scientest,A,88,university,no
male,chef,A,37,primary,no
male,engineer,O,49,primary,yes
male,engineer,A,57,primary,no
third,engineer,A,35,doctor,no
third,neet,B,83,university,no
male,chef,B,40,doctor,no
female,chef,A,64,junior high,no
third,student,A,60,junior high,no
male,teacher,A,96,primary,no
third,singer,B,73,junior high,no
third,scientest,AB,69,doctor,yes
male,scientest,A,58,doctor,yes
third,scientest,AB,74,university,no
third,singer,AB,43,primary,no
male,engineer,O,73,senior high,no
male,salesman,B,95,master,no
female,salesman,A,43,doctor,no
male,salesman,AB,90,senior high,no
third,scientest,A,93,master,no
female,student,AB,97,master,no
third,student,B,53,senior high,no
female,neet,AB,40,primary,no
male,engineer,B,54,university,no
third,engineer,AB,42,master,no
male,chef,O,61,junior high,no
female,student,AB,93,doctor,no
third,engineer,AB,81,senior high,no
female,neet,B,59,university,no
male,chef,B,38,senior high,yes
male,chef,O,88,primary,yes
female,engineer,O,60,master,yes
male,singer,AB,77,master,no
female,singer,AB,89,primary,no
third,singer,AB,63,master,no
male,scientest,A,53,senior high,no
male,neet,AB,85,doctor,no
third,neet,O,82,senior high,yes
male,scientest,O,91,master,no
female,chef,B,84,junior high,no
male,teacher,AB,69,junior high,no
female,neet,O,82,junior high,no
male,scientest,B,66,junior high,no
third,neet,AB,59,junior high,no
female,neet,AB,65,primary,no
female,neet,A,89,senior high,no
third,singer,O,88,senior high,no
third,engineer,AB,49,master,no
third,singer,A,41,primary,no
male,neet,AB,36,primary,no
third,teacher,B,70,junior high,no
third,student,A,98,master,no
female,neet,A,45,junior high,no
male,chef,B,93,university,yes
third,programmer,O,72,junior high,no
third,salesman,A,58,university,no
male,engineer,O,45,senior high,yes
male,teacher,O,63,university,no
third,engineer,O,88,junior high,no
male,engineer,B,45,doctor,no
third,teacher,O,85,master,no
male,neet,A,68,master,no
third,programmer,A,76,master,no
female,engineer,A,79,doctor,yes
third,student,AB,48,doctor,no
female,teacher,O,64,master,no
female,student,A,49,primary,no
third,programmer,A,58,doctor,no
male,neet,O,67,senior high,no
third,salesman,O,83,master,no
third,programmer,B,86,master,no
male,student,O,55,junior high,no
male,chef,AB,93,senior high,yes
female,neet,A,95,senior high,no
female,programmer,B,61,master,no
third,salesman,O,35,master,no
third,neet,AB,78,senior high,no
third,singer,AB,48,primary,no
female,engineer,B,99,primary,no
male,teacher,AB,35,senior high,no
third,chef,B,39,master,yes
third,teacher,B,97,primary,no
male,salesman,B,89,university,no
female,scientest,B,91,primary,no
female,neet,A,63,doctor,no
third,neet,AB,96,master,no
male,singer,AB,98,doctor,no
male,scientest,A,80,master,no
male,neet,AB,58,primary,no
male,engineer,B,87,primary,no
female,salesman,AB,98,senior high,no
female,salesman,B,64,master,no
male,salesman,AB,45,master,no
male,engineer,B,59,doctor,no
third,neet,B,70,master,no
third,neet,B,47,doctor,no
female,salesman,O,93,doctor,yes
female,scientest,AB,42,master,no
female,salesman,A,42,master,no
male,salesman,AB,69,doctor,no
female,salesman,AB,36,master,no
third,scientest,A,37,master,yes
male,student,A,82,junior high,no
male,scientest,B,82,junior high,no
third,engineer,B,91,junior high,no
female,student,B,51,master,no
third,salesman,AB,70,university,no
male,singer,A,66,doctor,no
male,salesman,O,62,master,yes
third,neet,O,75,master,yes
male,programmer,AB,80,junior high,no
third,programmer,AB,74,master,no
third,student,O,63,doctor,yes
female,teacher,AB,53,university,no
male,scientest,AB,57,university,no
male,salesman,O,56,doctor,yes
female,student,B,38,junior high,no
third,neet,B,89,junior high,no
third,chef,AB,87,doctor,no
third,engineer,B,55,university,no
female,chef,B,51,doctor,no
third,programmer,O,69,junior high,no
male,student,A,73,doctor,no
female,teacher,B,85,primary,no
male,engineer,A,58,primary,no
third,neet,A,71,doctor,no
third,engineer,O,67,master,no
third,chef,AB,75,junior high,no
third,scientest,A,78,doctor,yes
male,student,A,97,senior high,no
female,teacher,O,87,senior high,no
male,programmer,AB,52,primary,no
third,programmer,O,87,primary,no
third,neet,B,68,master,no
female,engineer,O,96,senior high,no
female,engineer,B,50,senior high,no
third,salesman,A,65,senior high,no
male,neet,B,93,primary,no
female,programmer,A,92,senior high,no
third,student,A,38,doctor,no
third,teacher,A,53,primary,no
female,chef,B,58,junior high,no
female,teacher,B,76,doctor,no
female,chef,AB,97,doctor,no
male,neet,O,86,junior high,yes
male,chef,AB,41,senior high,no
third,neet,A,94,senior high,no
third,singer,AB,48,senior high,no
male,teacher,O,91,doctor,no
third,scientest,B,84,doctor,yes
third,engineer,A,36,senior high,no
male,singer,AB,94,university,no
male,teacher,A,83,master,no
male,salesman,B,36,primary,no
third,teacher,AB,57,senior high,no
male,neet,B,78,university,no
female,chef,AB,85,doctor,no
female,chef,O,35,doctor,no
female,singer,A,98,junior high,no
female,teacher,O,97,primary,no
male,programmer,O,90,doctor,no
female,neet,O,90,junior high,no
female,engineer,AB,82,senior high,no
third,programmer,O,96,junior high,no
female,student,AB,65,primary,no
female,chef,B,81,doctor,no
third,neet,O,75,junior high,yes
third,neet,AB,76,senior high,no
male,engineer,AB,47,master,no
female,salesman,O,35,master,no
third,scientest,AB,85,master,yes
third,engineer,O,54,senior high,no
third,student,A,54,doctor,no
male,neet,B,78,senior high,no
third,scientest,AB,98,senior high,no
male,engineer,AB,53,doctor,no
female,student,B,87,senior high,no
female,neet,B,99,senior high,no
female,engineer,A,43,university,no
female,scientest,AB,92,senior high,no
male,scientest,O,92,doctor,yes
male,singer,AB,91,primary,no
third,teacher,AB,75,master,no
male,chef,B,67,doctor,no
third,singer,AB,85,master,no
female,singer,B,64,university,no
female,student,B,78,senior high,no
male,chef,B,71,university,yes
third,scientest,AB,43,university,no
female,engineer,O,79,university,no
female,student,O,75,senior high,yes
male,salesman,AB,50,university,no
male,scientest,AB,48,junior high,no
male,student,AB,66,senior high,no
third,teacher,AB,53,university,no
male,student,B,73,university,no
third,student,B,99,primary,no
male,programmer,AB,82,junior high,no
female,singer,B,51,master,no
female,salesman,O,93,university,no
male,salesman,AB,54,senior high,no
third,chef,O,44,primary,no
female,salesman,AB,54,primary,no
third,chef,O,37,junior high,yes
third,student,B,40,junior high,no
female,engineer,A,37,primary,no
female,student,B,86,master,no
female,teacher,B,62,senior high,no
third,salesman,AB,70,senior high,no
male,scientest,B,73,master,no
female,programmer,A,89,doctor,no
third,singer,O,98,junior high,no
female,scientest,A,40,primary,no
female,student,AB,75,senior high,no
third,student,B,47,junior high,no
female,chef,A,91,university,no
female,salesman,AB,63,senior high,no
third,salesman,A,38,doctor,no
third,chef,AB,80,primary,no
male,neet,O,80,doctor,yes
third,singer,B,94,primary,no
male,chef,A,87,master,no
female,programmer,AB,84,primary,no
male,singer,O,84,master,no
third,scientest,O,83,university,yes
third,salesman,O,72,junior high,no
female,student,AB,51,university,no
male,programmer,O,64,senior high,yes
third,teacher,O,57,doctor,no
female,teacher,A,79,primary,no
third,chef,B,98,junior high,no
third,neet,O,82,doctor,no
female,teacher,B,98,doctor,no
female,chef,A,77,university,no
female,salesman,AB,47,doctor,no
male,neet,O,47,primary,no
third,salesman,O,83,master,yes
female,programmer,O,36,primary,no
male,student,B,80,master,no
female,programmer,O,88,doctor,no
third,chef,B,83,university,no
third,singer,O,86,university,no
female,programmer,B,51,master,no
third,teacher,AB,79,senior high,no
male,student,B,99,primary,no
male,engineer,A,62,doctor,no
third,teacher,O,75,primary,yes
female,chef,O,84,primary,no
male,neet,A,89,junior high,no
male,scientest,B,54,primary,no
male,student,AB,98,primary,no
male,neet,B,52,senior high,no
third,salesman,A,59,primary,no
female,programmer,A,75,junior high,no
female,chef,A,76,junior high,no
third,scientest,B,61,doctor,no
female,singer,B,64,senior high,no
female,chef,O,41,doctor,no
female,salesman,A,84,doctor,no
female,student,AB,76,master,no
female,scientest,A,61,master,no
third,teacher,B,91,university,no
female,engineer,AB,51,university,no
male,scientest,B,50,doctor,yes
third,neet,AB,68,university,no
third,engineer,A,71,senior high,no
third,engineer,B,99,master,no
female,neet,AB,67,master,no
third,programmer,O,66,primary,yes
female,singer,B,68,master,no
third,programmer,A,49,primary,no
third,neet,A,50,doctor,no
female,teacher,B,70,university,no
third,salesman,AB,81,junior high,no
third,scientest,AB,91,primary,no
male,scientest,B,83,junior high,no
female,singer,B,72,master,no
female,chef,B,59,university,no
male,singer,O,96,university,yes
third,teacher,AB,51,master,no
female,teacher,O,40,university,no
third,salesman,B,67,senior high,no
male,student,A,71,doctor,no
female,engineer,B,98,doctor,no
male,engineer,AB,91,master,yes
female,neet,O,68,university,no
third,neet,B,95,doctor,no
male,salesman,AB,35,master,no
female,singer,O,41,doctor,yes
third,chef,O,93,primary,yes
female,engineer,A,56,doctor,yes
male,chef,A,42,senior high,no
female,neet,AB,79,doctor,no
male,salesman,A,35,junior high,no
third,student,O,77,senior high,no
male,programmer,A,47,primary,no
female,chef,A,84,senior high,no
male,neet,O,83,master,no
male,student,A,44,junior high,no
male,programmer,B,70,doctor,no
male,engineer,AB,48,junior high,no
male,scientest,O,72,doctor,yes
female,singer,A,96,university,no
female,student,AB,96,senior high,no
male,engineer,B,82,junior high,no
female,engineer,A,82,senior high,no
female,engineer,A,64,doctor,yes
female,scientest,A,81,university,no
female,scientest,B,88,senior high,no
third,salesman,AB,95,master,no
third,singer,O,78,senior high,no
male,engineer,AB,64,junior high,no
female,chef,O,50,senior high,no
female,neet,B,88,primary,no
third,engineer,AB,81,primary,no
third,salesman,AB,53,senior high,no
male,student,O,65,university,no
male,singer,AB,82,doctor,no
male,singer,AB,63,primary,no
third,singer,A,80,master,no
female,salesman,O,43,primary,yes
female,neet,B,42,doctor,no
third,singer,O,75,junior high,yes
male,student,A,36,master,no
male,neet,B,35,primary,yes
female,programmer,B,82,master,no
female,teacher,AB,71,university,no
third,salesman,O,71,master,no
male,salesman,B,54,primary,no
third,scientest,O,41,senior high,no
third,engineer,O,79,primary,no
female,teacher,AB,60,master,no
female,teacher,B,98,doctor,no
female,chef,AB,40,doctor,no
male,scientest,AB,42,doctor,no
female,student,A,99,doctor,no
third,engineer,AB,47,doctor,no
male,student,AB,90,university,no
female,neet,O,52,primary,no
third,singer,AB,52,primary,no
male,programmer,B,78,master,yes
male,salesman,A,99,master,no
third,chef,O,81,senior high,no
male,neet,A,36,doctor,yes
female,programmer,O,89,junior high,no
third,chef,O,48,university,no
third,teacher,AB,52,university,no
female,scientest,A,52,primary,no
female,engineer,AB,85,junior high,no
female,teacher,B,73,master,no
third,salesman,B,54,primary,no
male,student,A,64,junior high,no
third,programmer,A,40,master,yes
male,salesman,B,88,university,no
third,teacher,AB,46,primary,no
female,singer,O,76,university,yes
male,engineer,O,68,doctor,no
female,singer,B,77,master,no
female,salesman,A,45,primary,yes
third,singer,B,69,senior high,no
female,singer,AB,61,senior high,no
third,salesman,AB,79,junior high,no
male,salesman,O,42,primary,yes
male,salesman,A,64,primary,no
third,scientest,O,58,master,no
female,programmer,B,85,university,no
female,engineer,A,67,senior high,no
third,chef,O,99,junior high,no
male,chef,B,74,junior high,yes
male,salesman,A,95,university,no
third,teacher,O,78,master,yes
male,neet,O,38,junior high,yes
third,scientest,B,40,master,no
female,student,O,66,master,no
female,salesman,B,41,primary,no
male,singer,B,49,junior high,no
female,singer,O,88,primary,no
male,scientest,B,57,master,no
female,student,O,41,primary,yes
third,scientest,B,39,primary,no
male,engineer,A,51,master,no
female,singer,A,98,doctor,no
third,singer,O,88,university,no
female,engineer,A,69,primary,no
male,salesman,O,56,doctor,no
third,neet,B,96,doctor,no
male,programmer,B,41,master,yes
female,neet,AB,73,master,no
male,programmer,O,97,doctor,no
male,engineer,AB,97,junior high,no
male,programmer,AB,67,junior high,no
male,student,B,58,master,no
third,chef,AB,58,master,no
third,neet,B,82,senior high,no
third,chef,O,84,junior high,yes
female,teacher,A,37,doctor,no
third,chef,AB,75,university,no
female,programmer,O,88,junior high,no
third,programmer,AB,38,primary,no
male,engineer,O,88,master,no
male,programmer,O,39,master,no
male,teacher,O,57,senior high,no
male,student,O,51,junior high,yes
third,salesman,AB,60,junior high,no
female,scientest,AB,78,doctor,yes
third,engineer,AB,98,junior high,no
male,teacher,A,90,primary,no
female,engineer,B,66,junior high,no
female,engineer,O,40,doctor,yes
male,chef,AB,94,master,yes
third,salesman,AB,65,senior high,no
third,singer,O,51,senior high,yes
third,chef,O,52,university,no
third,salesman,AB,87,master,no
male,scientest,O,57,doctor,yes
male,student,AB,82,junior high,no
female,chef,O,97,doctor,yes
third,engineer,O,91,primary,no
third,student,A,57,senior high,no
male,teacher,AB,96,master,no
female,scientest,O,73,master,no
female,student,AB,84,doctor,no
female,programmer,A,95,senior high,no
female,engineer,A,75,master,no
female,salesman,B,72,junior high,no
female,neet,AB,76,university,no
female,chef,A,41,university,no
female,singer,A,94,primary,no
female,scientest,AB,69,senior high,no
third,singer,A,49,junior high,no
male,neet,B,78,doctor,no
female,teacher,O,39,junior high,no
third,teacher,O,88,senior high,no
male,singer,O,45,primary,no
male,salesman,A,54,university,no
male,singer,B,88,senior high,no
female,programmer,O,52,doctor,no
female,neet,A,76,doctor,no
third,student,AB,55,master,no
male,singer,AB,80,primary,no
female,salesman,AB,43,junior high,no
male,engineer,B,35,primary,no
third,salesman,AB,37,master,no
male,student,O,74,junior high,yes
male,engineer,O,70,master,yes
third,singer,B,59,university,no
third,salesman,AB,41,doctor,no
male,student,B,81,senior high,no
third,programmer,AB,42,university,no
third,student,B,56,junior high,no
third,programmer,O,39,senior high,yes
third,neet,A,86,master,no
female,teacher,A,72,university,no
male,chef,O,45,doctor,yes
third,chef,AB,45,senior high,no
male,salesman,AB,70,primary,no
female,teacher,A,66,university,no
third,engineer,B,94,primary,no
third,singer,AB,66,master,no
third,salesman,A,94,master,no
female,chef,O,83,university,no
male,student,O,53,master,no
third,scientest,AB,60,university,no
male,salesman,B,82,doctor,no
third,singer,A,52,master,no
female,chef,AB,63,university,yes
third,salesman,B,41,master,no
third,singer,O,98,doctor,no
male,singer,A,54,junior high,no
female,student,O,92,senior high,yes
male,engineer,AB,49,doctor,yes
female,engineer,AB,64,senior high,no
third,programmer,O,40,senior high,no
female,programmer,A,39,senior high,no
third,engineer,A,82,doctor,yes
male,scientest,A,89,master,yes
male,neet,O,65,doctor,no
male,neet,AB,73,junior high,no
female,scientest,B,94,doctor,no
female,student,A,55,senior high,no
third,engineer,B,90,junior high,no
male,chef,O,85,doctor,yes
third,engineer,O,40,doctor,no
third,chef,AB,69,university,no
male,salesman,A,43,junior high,no
third,chef,AB,92,senior high,yes
third,singer,A,91,senior high,no
female,chef,O,36,university,no
third,chef,O,50,junior high,no
female,chef,B,74,doctor,yes
male,singer,B,81,university,no
male,salesman,A,56,doctor,no
male,chef,AB,68,junior high,yes
female,neet,B,52,master,no
third,salesman,A,75,master,no
female,student,O,94,junior high,yes
female,chef,A,79,university,no
female,neet,AB,58,master,no
third,singer,B,54,junior high,no
female,teacher,AB,68,university,no
female,salesman,AB,48,primary,no
male,singer,A,77,master,no
male,student,B,86,junior high,no
male,programmer,AB,47,junior high,no
third,student,A,61,senior high,no
third,teacher,A,74,junior high,no
male,scientest,O,89,doctor,no
male,scientest,AB,65,junior high,no
female,engineer,A,47,doctor,no
male,programmer,B,36,doctor,no
third,singer,B,76,primary,no
third,neet,O,61,university,yes
female,chef,O,90,doctor,no
female,chef,O,71,university,no
female,teacher,A,51,junior high,no
female,salesman,O,79,university,no
female,student,B,86,senior high,no
female,scientest,O,82,junior high,yes
female,programmer,O,36,doctor,no
male,scientest,O,59,senior high,no
male,neet,AB,63,junior high,no
third,neet,A,73,junior high,no
